image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
487349,Female,a woman is making some food in a bowl,An older woman is preparing a meal in a kitchen.,An elderly woman in a kitchen preparing a meal.,"['a woman is making some food in a bowl', 'A woman frying doughnuts in a deep bowl on a stove.', 'A woman is making donuts in a pan.', 'The older woman is frying donuts in her pan.', 'An elder woman is frying up some donuts in the pan.']"
483965,Female,a close up of a person eating a hot dog ,A woman is eating a hot dog with a bite taken out of it.,A woman is biting into a hot dog.,"['a close up of a person eating a hot dog ', 'A woman biting down into a hot dog.', 'A woman laughing and eating a hotdog in a dark room.', 'a woman poses with a hot dog to her mouth', 'A woman eating a giant hot dog with both of her hands.']"
20641,Female,A woman sitting at a counter putting icing on a cake.,A woman is decorating a cake in the kitchen.,A woman decorating a cake in a kitchen.,"['A woman sitting at a counter putting icing on a cake.', 'two women and a child some bowls and a cake', 'A woman wearing a I Love NY shirt at a counter top frosting a cake with a knife.', 'Woman in a home kitchen, frosting a layer cake.', 'a person preparing a cake in the kitchen']"
42944,Female,A woman riding waves in the ocean on a surf board,A woman in a wet suit riding a surfboard on a wave.,A woman in a wet suit riding a surfboard in the ocean.,"['A woman riding waves in the ocean on a surf board', 'A woman catches a wave on a surfboard.', 'A woman with her mouth wide open with a wet suit on a surfboard. ', 'A woman in a wet suit on her hands and knees on a surfboard, that is on the peak of a wave.', 'A woman riding a surf board through the waves.']"
409603,Female,A woman wearing black and white holds a tennis racket.,A woman holding a tennis racket on a tennis court.,A woman holding a tennis racquet on a tennis court.,"['A woman wearing black and white holds a tennis racket.', 'A young lady playing tennis on a tennis court.', 'A beautiful blond woman standing on top of a tennis court.', 'a close up of a tennis racket on a court ', 'A woman holding a tennis racket on a tennis court.']"
234679,Female,A woman bending over to get something hot out of the oven.,A woman is cooking in a kitchen with a stove.,A woman is cooking in a kitchen with a cat.,"['A woman bending over to get something hot out of the oven.', 'A woman taking something out of a hot oven.', 'A woman starts to remove something from the oven.', 'A woman takes cooked food out of the oven.', 'A woman wearing an oven mitt taking something out of an oven.']"
569543,Female,A female tennis player in white serves the ball.,A woman in white shirt and black skirt playing a game of tennis.,A woman in white shirt and black shorts playing a game of tennis.,"['A female tennis player in white serves the ball.', 'A beatiful young woman playing a game of tennis.', 'A girl with a racket in one hand.', 'The professional tennis player readies for that moment  to serve the ball.', 'A woman serves the ball during a tennis match.']"
242400,Female,A woman standing beside a Christmas decorated street post.,A woman standing next to a clock on a pole.,A woman standing next to a large clock on a pole.,"['A woman standing beside a Christmas decorated street post.', 'A woman standing next to a clock on a pole with a red ribbon and Christmas wreath around it,', 'Woman standing beside clock with Roman numerals on sidewalk', 'A woman is standing next to a pole with a clock on it.', 'A lady is taking a photo near a clock pole that is decorated. ']"
355197,Female,A woman smoking a cigarette and talking on the phone.,A woman in a white shirt and black pants talking on a cellphone.,A woman is talking on her cell phone.,"['A woman smoking a cigarette and talking on the phone.', 'A woman in a white suit jacket and black pants smokes and talks on her phone.', 'Fashionable young woman talking on her cell phone', 'Woman talking on her phone while smoking a cigarette.', 'A women standing talking on her phone and smoking.']"
138180,Female,A woman on a tennis court holding a racket.,A woman is playing tennis on a purple court.,A woman is holding a tennis racket on a tennis court.,"['A woman on a tennis court holding a racket.', 'A woman waiting for a tennis ball that hit the net.', 'A woman holding a tennis racquet on a purple tennis court.', 'A woman playing tennis on a hard surface court.', 'A woman serving the tennis ball across the net.']"
381610,Female,A beautiful blonde haired woman taking a pizza out of an oven.,A woman is taking a pizza out of an oven.,A woman is holding a pizza in an oven.,"['A beautiful blonde haired woman taking a pizza out of an oven.', 'Woman pulling out a pepperoni pizza from oven.', 'A woman taking a pizza out of an oven.', 'A girl handles a hot pizza out the oven.', 'This is an image of a woman cooking pizza']"
360328,Female,A older woman is on the phone in a kitchen.,An old woman talking on a cell phone.,A woman talking on a cell phone in a kitchen.,"['A older woman is on the phone in a kitchen.', 'An older woman on a cell phone in her kitchen.', 'Older woman talking on her personal flip phone.', 'A woman is standing in a kitchen talking on her cell phone.', 'An elderly woman talking on her flip phone']"
32364,Female,A pretty young lady flying a kite in the sky.,A woman in a red shirt is flying a kite.,A woman in a park flying a kite.,"['A pretty young lady flying a kite in the sky.', 'Woman flying a kite in the air on a single string.', 'A girl flying a white rectangular kite in a sunny sky.', 'A woman wearing glasses flying a small kite on a clear day.', 'A woman flies a kite in the blue sky.']"
563885,Female,A woman asleep on a sofa holding a stuffed animal.,A woman is sitting on a couch with a teddy bear.,A woman is holding a teddy bear in her arms.,"['A woman asleep on a sofa holding a stuffed animal.', 'A girl in a short nightie lays on a couch with a stuffed animal.', 'A girl sleeping on a couch resting her head on the couch armrest.', 'A woman is laying her head on the pillow.', 'a woman resting her head on the arm of a couch']"
578861,Female,A woman is talking on the phone in front of a laptop.,A woman sitting at a table with a laptop and a cell phone.,A woman sitting at a table with a laptop computer.,"['A woman is talking on the phone in front of a laptop.', 'A woman sitting at a table in front of a laptop talking on the phone.', 'A lady at a table with a laptop computer talking on her telephone.', 'Woman talking on cellphone in front of personal computer.', 'A woman sitting at a computer desk talking on a phone.']"
446812,Female,A woman putting a turkey into a refrigerator.,A woman holding a bag of food in her hands.,A woman holding a packaged turkey in a refrigerator.,"['A woman putting a turkey into a refrigerator.', 'Lady standing by an open refrigerator showing a packaged turkey.', 'A woman holds up a chicken or turkey in front of an open refrigerator.', 'Man holding a large turkey in wrapping in front of a refrigerator. ', 'A woman holds up a packaged hen with the refrigerator door open.']"
115455,Female,A woman squatting on the ground brushing her hair.,A woman sitting on a pile of dirt holding a green basket.,A woman sitting on a pile of garbage holding an umbrella.,"['A woman squatting on the ground brushing her hair.', 'A older woman sitting on the ground while brushing her hair.', 'An old woman sitting next to leaves outside.', 'An ethnic woman sitting on a dirt road grooming her hair.', 'a person sitting down with her hands in the air']"
489764,Female,A woman and a man playing a video game in the living room,A woman playing a video game with a remote controller.,A woman sitting in front of a window holding a Nintendo Wii game controller.,"['A woman and a man playing a video game in the living room', 'A woman in a striped shirt playing a video game.', 'A woman playing a video game with the Nintendo Wii.', 'A woman holding a game controller with a man looking on.', 'Two people sitting down playing a video game']"
520430,Female,A women smiling really big while holding a Wii remote.,A woman holding a white object in her hand.,A woman holding a Nintendo Wii game controller.,"['A women smiling really big while holding a Wii remote.', 'A woman makes a face as she plays a video game.', 'A young woman smiling holding a video game remote', 'A WOMAN HOLDING A REMOTE IN HER HANDS.', 'A girl is showing a goofy smile while holding a video game remote.']"
40821,Female,A selfie taken of a person with a cell phone laying over one eye.,A woman laying in bed with a cell phone in her hand.,A woman laying in a bed with a cell phone in her hand.,"['A selfie taken of a person with a cell phone laying over one eye.', 'A young woman with a cell phone covered her left eye.', 'a woman letting a cellphone rest on her face', 'A lady or child with a cell phone lying across her eye', 'This is a woman with a cell phone resting on her face. ']"
505014,Female,A pretty young lady using a smart phone.,A woman is texting on her phone while sitting on a bench.,A woman is texting on her phone while sitting down.,"['A pretty young lady using a smart phone.', 'A woman gazes at her phone while standing along a street.', 'A woman in a coat using her cellphone in the city.', 'A woman is looking down at her cell phone near a street.', ""Woman stands in public and begins to touch her phone's screen. ""]"
405093,Female,A sexy young woman standing on a tennis court holding a tennis racquet.,A woman is playing tennis on a clay court.,A woman is playing tennis on a dirt court.,"['A sexy young woman standing on a tennis court holding a tennis racquet.', 'A tennis player lunges to hit the ball. ', 'Woman sporting a braid while holding a tennis racket and focusing on the ball.', 'a tennis player swinging a tennis racket ', 'A tennis player is in a half split as she stretches to hit the ball.']"
378928,Female,A woman playing tennis on a grass court,A woman swinging a tennis racquet on a tennis court.,A woman swinging a tennis racquet at a ball.,"['A woman playing tennis on a grass court', 'Tennis player shows off back hand swing at match', 'a girl on a tennis court holding onto a racket', 'A young lady is in the middle of a tennis shot. ', 'A tennis player has her racket fully extended across her body.']"
306335,Female,A beautiful young lady holding a tennis racquet on a tennis court.,A woman in a white dress playing a game of tennis.,A woman is swinging a tennis racket on a tennis court.,"['A beautiful young lady holding a tennis racquet on a tennis court.', 'A woman running with a tennis racket ', 'an image of a female tennis player returning a serve', 'a tennis player holding a racket on a tennis court ', 'People watching a professional tennis match on a grass court']"
513600,Female,a blond woman with a spoon and a blender,A woman in a coat and hat is making a drink.,A woman in a coat and hat is pouring a drink.,"['a blond woman with a spoon and a blender', 'A woman uses a spoon in her drink in the blender.', 'A beautiful young blonde woman mixing a drink in a blender.', 'A woman in a jacket is making something in a blender.', 'Girl stirring cream colored liquid in a blender.']"
247474,Female,A woman sitting next to a child on a large grey teddy bear.,A woman and child sitting on a stone wall with a teddy bear.,A woman and child pose with a large teddy bear.,"['A woman sitting next to a child on a large grey teddy bear.', 'A woman and small child next to a stone teddy bear', 'A little girl with a big teddy bear.', 'a woman and young child pose on steps with  teddy bear statue', 'A mother and child pose brightly beside a large stuffed animal.']"
412247,Female,A woman standing in a batting cage with a bat.,A woman in a white uniform holding a baseball bat.,A woman in a white dress holding a baseball bat.,"['A woman standing in a batting cage with a bat.', 'A girl wearing a helmet and holding a baseball bat at the batting cages.', 'A woman gets ready to hit a ball in a batting cage.', 'A girl gets ready to swing a baseball bat in a batting cage.', 'A beautiful young blond in tight white pants holding a holding a baseball bat.']"
38721,Female,A woman wearing a blouse and devil horns hold a cell phone to her ear.,A woman wearing a hat and a scarf talking on a cell phone.,A woman wearing a hat and a scarf using a cell phone.,"['A woman wearing a blouse and devil horns hold a cell phone to her ear.', 'A picture of a woman on a cellphone with devil horns.', 'Woman with long hair wearing two red horns on her head', 'A dark haired woman wearing horns talking on a cell phone.', 'A woman is talking on her cell phone with red horns on her head.']"
581736,Female,A beautiful young lady standing in front of a bathroom mirror.,A woman is taking a picture of herself in the bathroom.,A woman is taking a picture of herself in the mirror.,"['A beautiful young lady standing in front of a bathroom mirror.', 'A reflection of a young girl in a mirror by a curtain', 'The young woman admires herself in the bathroom mirror.', 'A young lady is posing and taking a selfie.', 'A girl looking at herself and her hair in a mirror.']"
513946,Female,A beautiful young blonde woman holding a tennis racquet on a tennis court.,A woman swinging a tennis racket at a ball.,A woman holding a tennis racquet on top of a tennis court.,"['A beautiful young blonde woman holding a tennis racquet on a tennis court.', 'A professional tennis player during competitive match hitting the ball with her racket ', 'A young lady struggling to hit a tennis ball.', 'A woman swinging a tennis racket at a tennis ball', 'This is an image of a woman playing tennis.']"
415958,Female,A woman looks around a very small kitchen. ,A woman standing in a kitchen with a sink.,A woman standing in a kitchen next to a sink.,"['A woman looks around a very small kitchen. ', 'A woman standing in an old fashioned kitchen.  ', 'A woman is looking at a sink in a kitchen.', 'A woman in a blue shirt standing in a small kitchen. ', 'A woman wearing a dark dress stands near a dismally small kitchen.']"
513389,Female,A woman in a white tennis outfit is hitting a tennis ball.,A woman swinging a tennis racquet on a tennis court.,A woman swinging a tennis racquet at a ball.,"['A woman in a white tennis outfit is hitting a tennis ball.', 'Woman on a tennis court with feet off the ground.', 'A female tennis player at the us open.', 'A girl wearing a white tennis outfit and white shoes holds up a tennis racket on a tennis court while a woman wearing blue is seen on the side.', 'A woman tennis player in the middle of a play.']"
350002,Female,Woman in party dress sitting in beauty shop with hair dryer.,A woman in a dress poses in a kitchen.,A woman in a dress poses in a salon.,"['Woman in party dress sitting in beauty shop with hair dryer.', 'a woman in a dress and pale makeup sitting by a table', 'A woman poses in a dress next to a hair dryer. ', 'A model in a blue and white dress sits for a photo. ', 'A woman with white makeup is in a salon.']"
191577,Female,An old woman holding a smart phone while wearing a green jacket.,An older woman holding a cell phone in her hands.,An older woman is smiling while looking at a cell phone.,"['An old woman holding a smart phone while wearing a green jacket.', 'an old lady excited over looking at a cell phone', 'An old woman is smiling and looking at a cell phone.', 'A surprised older woman looks at a cell phone. ', 'An older woman laughs while looking at a cell phone.']"
456578,Female,A woman is holding a pizza in a field in front of an outdoor oven.,A woman in a pink shirt holding a pizza in front of a stone oven.,A woman standing next to a pizza box and a fire hydrant.,"['A woman is holding a pizza in a field in front of an outdoor oven.', 'Woman in front of an outdoor oven displaying pizza', 'A smiling woman in a green dress cooking food.', 'a lady with food stands in front of a furnace ', 'A picture of a person holding some food.']"
154644,Female,Woman listening on her phone while smoking a cigarette.,A woman is talking on her cell phone while drinking a beer.,A woman is talking on her cell phone while a man looks on.,"['Woman listening on her phone while smoking a cigarette.', 'A person that smoking and on the phone.', 'a woman smoking while talking on a cell phone', 'A LADY TALKING ON THE PHONE AND SMOKING A CIGARETTE. ', 'A woman is talking on her phone while dragging on a cigarette.']"
31113,Female,A young person using a hair dryer near bunk beds.,A woman is holding a bottle of wine and a microphone.,A woman holding a bottle of wine in her right hand.,"['A young person using a hair dryer near bunk beds.', 'A black-and-white photo of a woman using a hairdryer.', 'a person is blow drying their hair in a bedroom', 'A young man is holding a hair dryer.', 'PERSON IN BLACK AND WHITE PICTURE HOLDING HAIR DRYER']"
256301,Male,A person stands on a public market sign while others look on.,A woman standing on top of a neon sign.,A woman standing on top of a red sign.,"['A person stands on a public market sign while others look on.', 'A woman in black stands up near a group of large, red letters and a large clock.', 'A person is posed up high on a neon sign.', 'A large red neon sign with a circular red clock.', 'A woman is posing for a picture in a large neon sign.']"
299946,Male,A man appears to be making something in his kitchen. ,A woman in a kitchen preparing food in a blender.,A woman in a kitchen making a smoothie.,"['A man appears to be making something in his kitchen. ', 'a person in the kitchen using a mixer in a cup', 'A woman near a messy kitchen counter holds a hand blender into a green drink.', 'A picture of a person cooking some food.', 'a man using a hand blender in a kitchen']"
259005,Female,a person standing on grass holding a large box of pizza,A woman carrying a pizza box and a pizza cutter.,A woman holding a pizza box and a pizza cutter.,"['a person standing on grass holding a large box of pizza', 'A woman in a black dress standing in the grass carrying a pizza box.', 'A wom holding a very large cardboard pizza box and a paper bag.', 'A woman holding a pizza box and a paper bag.', 'This woman is holding a big pizza box and take out bag.']"
454404,Female,A woman wearing a blue t-shirt while looking at her cell phone and sitting on a bench next to a bright pink wall.,A woman sitting on a bench using a cell phone.,A woman sitting on a chair using a cell phone.,"['A woman wearing a blue t-shirt while looking at her cell phone and sitting on a bench next to a bright pink wall.', 'A girl sits on the bench with one foot up.', 'A girls sits on a bench while looking at her phone.', 'A lady is sitting on a bench barefooted while using her phone.', 'Young girl sitting on a bench checking her cell phone.']"
490529,Female,A woman in pink looking at her phone,A woman is sitting at a table with a cell phone.,A woman is holding a cell phone in her hand.,"['A woman in pink looking at her phone', 'A woman holding a cell phone looking at it.', 'The woman in a pink sweater looks into her phone.', 'A beautiful woman in a pink sweater using a smart phone.', 'a person in a foyer holding  and looking at a cellular phone.']"
222512,Female,A woman holding a baby on her lap while using a laptop computer.,A woman and a baby are sitting on a couch with a laptop.,A woman and a baby are looking at a laptop.,"['A woman holding a baby on her lap while using a laptop computer.', 'A woman is holding a baby while using a laptop.', 'A mom holding her baby while working on her laptop.', 'The baby is helping its mom on the internet.', 'A woman holding a baby while using a laptop computer.']"
58350,Female,a young woman with a slice of pizza in her mouth,A woman eating a slice of pizza on top of a couch.,A woman eating a slice of pizza in a living room.,"['a young woman with a slice of pizza in her mouth', 'A young woman is holding a slice of pizza with her mouth.', 'A woman with a slice of pizza in her mouth next to another woman.', 'a woman holding onto a piece of pizza with her mouth ', 'A young woman poses comically with a piece of pizza in her mouth.']"
439902,Female,A gorgeous young lady holding  a cell phone in her right hand.,A woman smiles while holding a cell phone.,A woman smiling and holding a cell phone.,"['A gorgeous young lady holding  a cell phone in her right hand.', 'A smiling woman holds up her pink phone for the camera.', 'An attractive young woman is talking on her cel phone.', 'A woman is smiling while holding a phone', 'An asian woman smiling while holding a cell phone.']"
348571,Female,a close up of a person covered in snow sitting on the ground next to an oven,A woman in a white dress sitting on the floor in front of an oven.,A woman in a white dress sitting on a floor in front of an oven.,"['a close up of a person covered in snow sitting on the ground next to an oven', 'A woman sitting in the snow in front of a oven.', 'A young woman in a nightgown sitting in front of an oven.', 'a woman covered in ice and snow is sitting next to an oven', 'a person sitting on the floor covered in white dust']"
141334,Female,This girl is texting while walking down the street.,A woman in a hat and sunglasses is on her cell phone.,A woman is walking down the street while using her cell phone.,"['This girl is texting while walking down the street.', 'A person that is walking and on her cell phone.', 'A young woman stands in the street and looks at her phone at the same time. ', 'A girl with a hat is using a cell phone.', 'A woman walking down the street texting on her phone']"
136718,Female,A woman sits at a desk with a lap top that has a post it on it,A woman sitting at a desk with a laptop computer.,A woman is sitting at a desk with a laptop.,"['A woman sits at a desk with a lap top that has a post it on it', 'A girl sits and looks at the screen of the laptop computer.', 'A photo of a woman using a laptop on a table.', 'A young woman working on a laptop computer.', 'a close up of a person sitting at a desk with a laptop']"
279984,Female,A woman flying a kite with American flags in the background.,A woman is flying a kite in a field.,A woman holding a kite in a field.,"['A woman flying a kite with American flags in the background.', 'A woman sticks her arm out as she flies her kite while walking through the park. ', 'A lady walking in a grassy area holding a kite. ', 'A woman with a kite near a lot of flags.', 'A girl prepares a plane shaped kite on a field. ']"
209995,Female,A woman with blonde hair standing next to a bar making drinks.,A woman standing at a bar with two glasses of beer.,A woman standing at a bar with a glass of beer.,"['A woman with blonde hair standing next to a bar making drinks.', 'A smiling woman standing at a bar with a mug of beer.', 'A woman at a bar with two mugs of beer. ', 'A woman stands at the bar next to two dark beers.', 'Woman posing in front of two pints of beer.']"
455937,Male,A man sits on a chair and plays video games.,A woman sitting in a living room playing a video game.,A woman sitting in a chair in front of a TV.,"['A man sits on a chair and plays video games.', 'A person that is playing a video game.', 'A person watching TV in a living room with lamps.', 'The man is in his living room playing a video game.', 'A man sitting on a chair playing a video game.']"
163033,Female,A woman giving the finger while holding a smart phone.,A woman holding a cell phone in her hand.,A woman holding a smart phone in her right hand.,"['A woman giving the finger while holding a smart phone.', 'A woman on a cell phone giving the middle finger.', 'A woman smiling and giving the middle finger.', 'a woman in a red shirt with a cellphone is flipping off the camera', 'A young woman wearing red making an obscene gesture.']"
271929,Female,Girl sitting by the river using her cell phone.,A woman sitting on a rock using a cell phone.,A woman sitting on a rock using her cell phone.,"['Girl sitting by the river using her cell phone.', 'A woman sitting along the body of water looking at her cell phone.', 'A woman sitting cross legged by a river using a cell phone', 'A WOMAN IS SITTING ON THE PHONE ', 'A beautiful woman sitting on the ground using a cell phone.']"
476398,Female,A woman watching her computer screen in a dark room,A woman is sitting on a couch and using a laptop.,A woman is sitting in a chair and using a laptop.,"['A woman watching her computer screen in a dark room', 'A woman sits with an open laptop computer on her lap.', 'a woman wearing a black top is looking at a laptop', 'A woman is covering her mouth reacting to something she is watching.', 'A woman is in the dark with her hand to her mouth.']"
24601,Female,A woman holding a tennis racquet on a tennis court.,A woman is swinging a tennis racket at a ball.,A woman is playing tennis on a clay court.,"['A woman holding a tennis racquet on a tennis court.', 'A woman swings her hand out to hit a ball as people are staring in the background. ', 'A female tennis player preparing to serve the ball.', 'a woman getting ready to hit a tennis ball ', 'A woman throws a tennis ball into the air.']"
548670,Female,A young boy stands at bat in a park.,A young boy holding a baseball bat on a field.,A young girl swinging a bat at a ball.,"['A young boy stands at bat in a park.', 'A young person at bat in a baseball game.', 'Adults behind a fence and a child with a baseball bat.', 'A little boy standing near home plate holding a bat.', 'A little girl preparing to hit a baseball with a bat.']"
406215,Female,A woman and a little boy playing the Nintendo Wii.,A woman and a child sitting in front of a television.,A woman and a child sitting in front of a TV.,"['A woman and a little boy playing the Nintendo Wii.', 'Woman and boy play video games in the living room.', 'Two people playing a video game in front of the TV.', 'A woman and a young child sitting in front of a TV.', 'Woman and small child sitting on a bean bag chair play a Wii game.']"
163451,Male,A young child has a cell phone up to their ear.,A woman and child sitting on the floor.,A woman is holding a baby while sitting on the floor.,"['A young child has a cell phone up to their ear.', 'A woman kneeling down near a little boy.', 'A man holding a child while sitting on a ledge.', 'a man a woman and a child wearing red shorts', 'A woman and man tend to a young boy talking on a mobile phone. ']"
414289,Female,A woman talking on a cell phone while holding a cup of coffee.,A woman in a black coat and black hat on a cell phone.,A woman in a black coat talking on a cell phone.,"['A woman talking on a cell phone while holding a cup of coffee.', 'A woman drinks her coffee while talking on her phone', 'A woman is walking down a sidewalk talking on her cellphone and holding a cup of coffee. ', 'A woman with a coffee on her cellphone', 'The young woman is talking on her cel phone.']"
240455,Female,Woman in a kitchen with cups and water pitcher.,A woman is preparing food in a kitchen.,A woman in a kitchen preparing food on a stove.,"['Woman in a kitchen with cups and water pitcher.', 'a person standing in front of a wooden counter and a mini refrigerator in a kitchen.', 'Lab coated person reaching into cabinet for item.', 'A person leaning over to look into an opened refrigerator door.', 'The woman is searching for something in the fridge. ']"
497141,Female,A woman in a black dress holding a racquet.,A woman in a black dress holding a tennis racquet.,A woman in black shirt and black shorts playing a game of tennis.,"['A woman in a black dress holding a racquet.', 'A woman in a black outfit with a tennis racket.', 'A woman in a black dress swings a tennis racket', 'A woman walking across a tennis court, swinging a tennis racket.', 'a girl standing in a tennis court with her racket.']"
451120,Female,A woman standing at a table holding a pepper cracker.,A woman standing in a kitchen holding a knife.,A woman standing in a room with a blender and a cake.,"['A woman standing at a table holding a pepper cracker.', 'A woman in a blue sweater preparing food.', 'A woman is smiling while holding a pepper mill.', 'A woman smiles as she prepares food with a mortar and pestle. ', 'The lady is holding a kitchen utensil above the red bowl.']"
247720,Female,A woman standing in a room holding a game controller.,A woman is holding a video game controller.,A woman standing in a room holding a Nintendo Wii controller.,"['A woman standing in a room holding a game controller.', 'A young woman dressed in blue and white playing a video game.', 'A young lady is controlling something with a remote control.', 'A person pointing a remote control at an object.', 'A woman sticking her tongue out while playing with a Wii.']"
530500,Female,A woman looking over a picture in a frame.,A woman is looking at a picture on a table.,A woman is looking at a picture on a laptop.,"['A woman looking over a picture in a frame.', 'This old picture brings back great memories of when we were dating.', 'A woman is looking at a picture in a frame.', 'A woman in a striped shirt holds a picture as she stands near a sofa.', 'A woman staring at a framed picture in her hands.']"
204020,Female,A woman in black dress and cardigan taking photograph with her camera.,A woman taking a selfie in a mirror.,A woman in a red dress taking a selfie in a mirror.,"['A woman in black dress and cardigan taking photograph with her camera.', 'A girl taking a picture of herself with her thumb up in a mirror.', 'a person standing in a door way with a cellular phone.', 'A woman taking a selfie gives the thumbs up sign', 'Young woman wearing black dress and red sweater gives approval while holding cell phone.']"
504046,Female,A young woman is holding a video game steering wheel.,A woman holding a steering wheel game controller.,A woman holding a white steering wheel game controller.,"['A young woman is holding a video game steering wheel.', 'Young person using white steering game control wheel in room.', 'A women who is holding a steering wheel, possibly for a video game.', 'A young woman sits playing with a video game remote.', 'A woman in black shirt holding a white steering wheel game controller.']"
83036,Female,A group of people sitting around a wooden table in front of a projection screen.,A woman is sitting at a table with a projector screen.,A woman is sitting at a table with a laptop.,"['A group of people sitting around a wooden table in front of a projection screen.', 'A woman using a huge screen to make a presentation to other people.', 'A trainer is giving a video presentation to a class.', 'people sitting at tables with computers and papers on it, in front of a screen and a lady standing at the front of the room and presenting.', ""The presenter's notes are projected on the screen.""]"
422918,Female,A woman laying on top of a couch using a laptop computer.,A woman sitting on a couch with a laptop computer.,A woman sitting on a couch using a laptop computer.,"['A woman laying on top of a couch using a laptop computer.', 'Girl is using a laptop sitting on the couch.', 'A woman sitting on a a couch using a laptop', 'The woman is laying on the couch using her laptop. ', 'A lady is relaxing on a couch while using a laptop.']"
100624,Female,A woman walking down a street talking on a cell phone.,A woman is talking on her cell phone.,A woman in a red coat is talking on a cell phone.,"['A woman walking down a street talking on a cell phone.', 'A woman on her cellphone standing on the sidewalk in a city. ', 'A girl is standing by a storefront while talking on her phone.', 'A women looking over at something while talking on the phone .', 'a woman standing on a sidewalk while using a cell phone ']"
416930,Female,A woman sitting under a hair dryer in a salon.,A woman with a silly face is holding a hair dryer.,A woman and a man are standing in a room.,"['A woman sitting under a hair dryer in a salon.', 'Two women in a salon one with her head in a hairdryer.', 'The women are getting their hair done in the salon. ', 'a couple of women sitting at a hair salon. ', 'A lady sit under a dryer smiling with roller in her head with a smiling lady behind her.']"
390769,Female,A woman talking on a cell phone in front of a store.,A woman is talking on her cell phone outside of a restaurant.,A woman is talking on her cell phone outside of a store.,"['A woman talking on a cell phone in front of a store.', 'She is talking on her phone outside of the restaurant.', 'A woman using a cell phone outside of a catering business.', 'A woman outside of a cater talking on the cell phone.', 'A woman in black shirt talking on a cellphone.']"
391539,Female,A woman stands next to a fridge that has several glasses on top.,A woman is preparing food in a kitchen.,A woman is standing at the sink in a kitchen.,"['A woman stands next to a fridge that has several glasses on top.', 'A woman standing behind a mini fridge, which has two glasses and a bottle on it.', 'The woman is painting behind her refrigerator in the kitchen. ', 'Appliances in the middle of a kitchen while it is being painted', 'A kitchen scene with a person moving a refrigerator.']"
197350,Female,A woman in a red dress playing a game of tennis.,A woman in a red dress playing tennis.,A woman in a red dress holding a tennis racquet.,"['A woman in a red dress playing a game of tennis.', 'A tennis player readies herself to receive a serve.', 'A female tennis player playing tennis during the day.', 'a tennis player on a court holding a racket', 'A female tennis player holding her racket. ']"
88640,Female,Ms Williams is participating in the championship tennis match.,A woman holding a tennis racquet on a tennis court.,A woman holding a tennis racquet on top of a tennis court.,"['Ms Williams is participating in the championship tennis match.', 'A woman in pink dress playing a game of tennis.', 'pretty lady in a pink tennis dress with crowd of large crowd', 'A lady dressed in pink playing a game of tennis.', 'A tennis player in a pink outfit about to play a match.']"
217154,Female,A woman standing at a bar preparing drink mix.,A woman is pouring a drink into a blender.,A woman standing at a table with a blender.,"['A woman standing at a bar preparing drink mix.', 'a lady mixes some things in a blender as people look on', 'People sitting around a table as someone puts stuff in a blender.', 'A woman putting things into a blender at a counter.', 'PEOPLE SITTING AROUND A TABLE AND ONE IS USING A BLENDER']"
391603,Female,A woman wearing a seat belt across her chest.,A woman with a ponytail is smiling while driving.,A woman with a hair dryer on her head.,"['A woman wearing a seat belt across her chest.', 'A woman wearing a seat belt with her hair up in the air.', 'A lady with a chain on her neck smiles with a seat belt on', 'A woman in seat with hair blowing in wind.', ""A woman's hair being blown while riding in a car. ""]"
416851,Female,A woman standing next to a podium holding a tennis racquet.,A woman is standing on a tennis court with a racket.,A woman standing on a tennis court holding a racquet.,"['A woman standing next to a podium holding a tennis racquet.', 'A lady swinging tennis racket near a treadmill.', 'an image of a female tennis player hitting her racket', 'A lady appears to be practicing her Tennis swing while people in the background look on. ', 'a female tennis player with a hat adjusting her tennis racquet']"
54010,Female,A woman and man playing a game with Nintendo Wii controllers.,A woman standing in a room with a remote.,A woman standing next to a man in a living room.,"['A woman and man playing a game with Nintendo Wii controllers.', 'A couple playing Wii in a darkened room at home', 'a woman with a wii remote in her hand and a door in the background', 'A man and a woman are playing a video game in a dark room.', 'A woman and a many holding the Nintendo Wii remote.']"
134290,Female,A girl is blow drying her long hair.,A woman blow drying her hair in a living room.,A woman is blow drying her hair in a room.,"['A girl is blow drying her long hair.', 'A woman with really long hair covering her whole body.', 'SOMEONE WITH LOTS OF HAIR HOLDING A BLOW DRYER', 'A woman stands in a room with her hair flailing about.', 'Woman bending over to blow dry  her long hair.']"
419556,Female,A very pretty young lady doing some shopping.,A woman in a store looking at her cell phone.,A woman in a store with a large amount of items.,"['A very pretty young lady doing some shopping.', 'I am unable to see an image above.', 'Young lady in a store of purses and shoes.', 'A woman holding a phone next to shelves of shoes', 'A young woman in a blue tank top browses in  a shoe store.']"
470801,Female,A girl flying a red kite high in the air.,A woman flying a kite high in the sky.,A woman flying a kite in a blue sky.,"['A girl flying a red kite high in the air.', 'A women who is flying a kite outside.', 'A woman flying a kite high up in the sky.', 'A woman flying a rainbow-colored dragon kite in a blue sky.', 'A female flies a colorful kite, her back to the camera.']"
