image_id,ground_truth_gender,detected_gender,gt_captions,generated_text
249953,Male,Neut,"['A man riding a blue surfboard on a wave in the ocean.', 'A young man appears to be taking a break from the waves. ', 'a person riding a surfboard in a body of water', 'A man is riding on the back end of his surfboard', 'A young man water surfing near a beach']",A person on a surfboard in the water.
409496,Male,Male,"['A man carrying a surfboard across a field.', 'A man with goatee carrying a wooden surfboard.', 'The man has a surfboard under his arm.', 'A man is standing while holding a wooden surfboard.', 'A man smiles at the camera while holding a board.']",A man holding a surfboard in a room.
127530,Male,Male,"['A man in blue shirt and white shorts playing tennis.', 'Male professional tennis player swinging at a tennis ball.', 'a tennis player swinging a racket at a ball', 'A man on a court swinging a tennis racket.', 'A man hitting a tennis ball on a professional court.']",A man holding a tennis racquet on top of a tennis court.
277080,Female,Neut,"['The woman is eating a piece of pizza. ', 'A woman taking a bite out of a piece of pizza.', 'A woman eating a thin crossed cheese pizza. ', 'A woman eating a slice of thin crust pizza.', 'a women with a piece of pizza in her mouth.']",A person eating a slice of pizza with a fork.
42757,Female,Neut,"['A black and white picture showing small children in a dormitory setting.', 'The young children are gathered in a room together. ', 'Black and white photograph of a group of kids sitting by beds with woman watching them.', 'Vintage photo of seven children in an orphanage.', 'small children in a ward playing a game']",A room with a lot of children in it.
302405,Female,Neut,"['Two snowboarders are standing with one foot strapped into their boards and one foot out, at the top of a mountain. ', 'A couple of people on snowboards in the snow.', 'A group of men are on top of a snowy mountain.', 'Three snowboarders at the top of a hill putting on their snowboards.', 'Group of snow boarders on top of a mountain.']",A person on a snowboard in the snow.
269254,Female,Both,"['People on a motorcycle holding a wrapped surfboard.', 'A man and woman loading a surfboard on a motorcycle outside with other riders nearby', 'A woman helping another woman hold a surfboard while she is on the back of a scooter.', 'Some people trying to load an item onto a motorcycle.', 'some people are loading a surfboard onto a motorcycle']",A man and woman on a motorcycle with a white horse.
13904,Male,Male,"['Several shots of a man in various positions with a tennis racquet.', 'A group of action shots of tennis players on the court.', 'Man serving in tennis in a game with other people.', 'two different men playing tennis on a court', 'Photos show different moves and techniques in tennis.']",A collage of pictures of a man playing tennis.
221282,Female,Neut,"['A woman cutting a pizza on a wooden surface.', 'A woman standing over a pizza on a counter.', 'A woman is cutting a pizza on a pizza board with a pizza cutter.  ', 'A woman at a long counter is cutting a pizza.', 'There is a woman cutting up a pizza']",A person in a kitchen slicing pizza on a cutting board.
304186,Male,Male,"['A man in a grey shirt on a grey couch playing a videogame. ', 'A man sitting on a couch holding a wii controller.', 'A man sits on a couch holding a wii remote.', 'A man on a couch is playing a WII video game.', 'A man sits on the couch of a living room while holding a game controller.']",A man sitting on a couch playing a video game.
203864,Male,Male,"['Two people standing on a tennis court playing tennis', 'Two mean are playing tennis and both are wearing sunglasses.  ', 'Two people playing a game of tennis with rackets.', 'two tennis players on a court with rackets', 'Two men with tennis rackets playing doubles tennis.']",A man holding a tennis racquet on top of a tennis court.
277326,Female,Male,"['A woman standing in mid swing with a tennis racket', 'a tennis player in all white swinging at the ball', 'A woman swinging a tennis racquet on a tennis court.', 'A woman swinging a tennis racket during a tennis match.', 'A lady playing tennis in front of several spectators.']",A man in white shirt and shorts playing a game of tennis.
363241,Female,Male,"['A lady eating a slice of deep dish pizza.', 'a woman eating a piece of pan pizza.', 'A woman sitting at a table with plate and pan of pizza.', 'A woman sits at a table with a pan of pasta in front of her, and a slice on her plate', 'A woman sitting in front of a pot on a table']",A man sitting at a table with a pizza in front of him.
154145,Male,Male,"['A man on a court swinging a racket at a ball.', 'A male tennis player swinging his tennis racket.', 'a man on a tennis court trying to hit the ball ', 'A man swings his tennis racquet at a tennis ball', 'A man swinging at a tennis ball with a tennis racket.']",A man holding a tennis racquet on top of a tennis court.
540834,Male,Male,"['A man on a surfboard in the water.', 'A man being pulled on a water board behind a boat.', 'A man surfing the wake behind a boat', 'A young man is enjoying the waves on his board. ', 'A young man surfing in the ocean waves.']",A man riding a wave on top of a surfboard.
444304,Male,Neut,"['A man is holding a pillow and watching television.', 'A person laying on a bed with some remotes.', 'The kid is on the bed watching the television.', 'a guy laying with his chin on a pillow watching tv', 'A young man laying down and looking at a television']",A person laying on a bed with a remote control in their hand.
526654,Male,Male,"['The man is trying to eat three hot dogs are the same time. ', 'black and white image of a man holding many hot dogs in buns and eating them', 'A person biting into a hot dog while holding several other hot dogs in buns.', 'A man eating hot dogs two at a time.', 'A man eating two hot dogs at the same time.']",A man is smiling while eating a sandwich.
333924,Male,Male,"['A man on a surfboard on a wave in the water. ', 'a man in a wetsuit riding a wave with a surfboard ', 'A surfer in a wet suit riding the crest of a wave.', 'There is a surfer riding his board down a wave', 'A man is on his surfing board, riding the waves. ']",A man riding a wave on top of a surfboard.
283698,Female,Female,"['There are women wearing glove handling different breads.', 'A group of people in a store sampling foodstuffs', 'loaves of bread sit on a table at an outdoor market', 'A woman in a white apron stands near a table laden with different breads.', 'People making and selling bread at a stand.']",Two women in a market selling food in plastic bags.
176009,Male,Male,"['a surfer using man made wave with ease', 'A man riding on top of a surfboard on a wave in the ocean.', 'a man riding on a surfboard next to a bunch of people ', 'A male surfer riding a wave past other surfers.', 'Man riding on a surf board near a boardwalk.']",A man riding a wave on top of a surfboard.
432255,Female,Neut,"['A person on a court with a tennis racket.', 'A man standing on a tennis court holding a tennis racquet.', 'A boy holding a tennis racket on a tennis court during the day.', 'a person in a white shirt standing on a tennis court', 'A man holding up his tennis racket .']",A child is holding a tennis racket and a book.
487659,Male,Male,"['A man hitting a tennis ball before a crowd.', 'a tennis player swining a racket at a ball', 'A professional male tennis player about to hit the ball', 'A man holding holding a tennis racquet on a tennis court.', 'A man on a court with a tennis racket.']",A man holding a tennis racquet on a tennis court.
400709,Male,Male,"['A male standing with an upright surfboard on a beach.', 'A surfer poses with his surf board at the beach', 'A man standing on a beach while holding a surfboard.', 'there is a male suffer holding his surf board', 'A man holding a surf board wearing a wet suit on the beach.']",A man standing on a wet beach holding a surfboard.
170779,Male,Male,"['A man wearing a black water suit surfs through the water', 'A man in a wetsuit surfing in the ocean.', 'A man in a wet suit crouching on a surfboard.', 'A person riding a wave on top of a surfboard.', 'A man wearing a wetsuit riding a surfboard on a small wave.']",A man riding a wave on top of a surfboard.
331196,Female,Neut,"['A female Tennis player is trying to take her best hit. ', 'A woman on a tennis court hitting a ball with a racket.', 'A female tennis player hitting the ball back over the net.', 'A woman aggressively serving a tennis ball at a tennis court.', 'a woman hits a tennis ball with a tennis racket']",A person hitting a tennis ball with a racquet.
445597,Female,Male,"['A little girl sitting in front of a cake with lit candles.', 'A young girl who is looking at a birthday cake.', 'A young girl glares at a cake with two candles.', 'A girl is looking at her birthday cake', 'a close up of a child at a table with a cake']",A little boy that is sitting down with a cake.
10023,Male,Male,"['The young man is practicing his tricks on his skateboard. ', 'there is a male skateboarder doing tricks in the street', 'A young man jumps into the air while his skateboard twirls.', 'A skateboarder is airborne in front of a corrugated door.', 'A skaterboader flipping his skateboard in the air.']",A man flying through the air while riding a skateboard.
504747,Female,Male,"['A woman standing in a kitchen preparing food.', 'A woman in red hoodie standing next to a cake on cooling rack.', 'A woman smiles while standing next to a cake on the stove.', 'A lady making something in a home kitchen of some sort.', 'A young woman has just made a cake she gives a thumbs-up to as sme smiles at the camera. ']",A man in a white shirt is holding a stuffed bear.
289059,Male,Male,"['A man standing on a tennis court holding a racquet.', 'A tennis player waits for the ball to be hit.', 'A tennis player crouched in a ready position.', 'A man in blue shirt and shorts playing a game of tennis.', 'a man leaning over waiting for a tennis ball to hit ']",A man holding a tennis racquet on top of a tennis court.
68743,Female,Neut,"['A child tries to feed an adult a piece of food', 'the baby is feeding the snack to her mother.', ""A baby and a woman enjoying each other's company."", 'A little girl tying to give an adult food.', 'A child with a bib at a picnic table offering food to an adult']",A group of children sitting at a table eating food.
362852,Female,Male,"['A young woman is vigorously brushing her teeth.', 'A girl brushing her teeth with a green and white toothbrush.', 'there is a woman brushing her teeth in a bathroom', 'A girl looks in the mirror as she brushes her teeth', 'Girl brushing her teeth in mirror with photographer visible.']",A man brushing his teeth with a green toothbrush.
515444,Male,Neut,"['A man eating a hotdog in a crowded stadium.', 'A man eating a hot dog in a large group of people.', 'Man eating a hotdog at a crowded event with lots of other people', 'A man wearing a hat eating a hotdog at a sporting event.', 'A man sitting in a stadium eating a hot dog.']",A close up of a person eating a hot dog.
169233,Male,Neut,"['A man riding a surfboard on top of a wave.', 'a man riding a wave with his surfboard ', 'A surfer attempting a cutting move with his surf board on a wave.', 'A young man with a surfboard is surfing in the water.', 'A man on a surf board flying over wave.']",A surfer is riding a wave on a surfboard.
365325,Male,Male,"['A little boy sleeping on a couch holding a Wii controller.', 'A sleeping child holding a Wii controller in hand.', 'A toddler sleeping on a couch with a video game controller in his hand.', 'a baby boy falls asleep sitting up with a wii remote in his hand', 'a close up of a child sleeping with holding a nintendo wii controller']",A young boy laying on a bed playing with a game controller.
110618,Male,Neut,"['A snowboarder with his snowboard attached to his feet sitting on a slope.', 'A man sitting on a slop with his feet connected to a snow board.', 'A man sits on the snow with a snowboard.', 'A snowboarder is sitting in the white snow.', 'A snowboarder sitting down taking a break from his ride down the slope.']",A person sitting on a snow covered slope with a snowboard.
118069,Female,None,"['A group of young girls kicking around a soccer ball.', 'there are many girls playing soccer on the field', 'A soccer field with girls kicking a ball.', 'A girl getting ready to kick the ball', 'Girls running after a soccer ball on a soccer field.']",A soccer game in progress with the ball in the air.
486774,Male,Neut,"['A man riding a surfboard with his arms outstretched.', 'The man on the surfboard is riding the waves.', 'A person wearing board shorts riding a surfboard.', 'A man is riding a surfboard on the water of ocean.', 'A man is surfing on a wave in the ocean.']",A surfer in a wetsuit riding a wave.
438304,Female,Male,"['An Adidas advertisement depicts a male and a female tennis player on the court.', 'An ad for Adidas featuring a man and woman playing tennis together.', 'Retro advertisement for Adidas featuring two tennis players.', 'An advertisement for tennis gear with two players in tennis stances.', 'An advertisement for Adidas showing two tennis players.']",A man holding a tennis racquet on a tennis court.
263083,Male,Neut,"['A man riding a wave on top of a surfboard.', 'A surfer is on top of an ocean wave.', 'A surf board rider in a wet suit riding a wave.', 'A man is riding a surfboard on a wave in an ocean.', 'A man wearing a wetsuit rides a wave on his surfboard.']",A surfer in a wet suit riding a wave.
524173,Female,Neut,"['A person lying on a surfboard as others observe them.', 'two girls and two boys and one boy is laying on a surfboard', 'A group of people next to a person on a surfboard.', 'A group of people learning how to surf on a beach.', 'a person learning how to surf board out side ']",A group of people sitting on the ground with a surfboard.
49759,Male,Neut,"['a boy is preparing to serve a volley ball', 'A man serving a volley ball on a court.', 'Teams of children wearing blue and green uniforms playing volleyball inside an auditorium.', 'The boys are playing volleyball in the gym.', 'A gym full of men playing volleyball with each other.']",A group of people standing around a tennis court.
479213,Female,Female,"['A couple of women holding up a cake together.', 'A couple of women holding a cake in their hands.', 'Two women in wigs are holding a birthday cake.', 'Two smiling women holding a big cake together.', 'two women hold a cake with a picture on it ']",A close up of a cake with a woman cutting it.
299838,Male,Male,"['A man wearing a blue shirt and white shorts playing tennis.', 'A man standing on a tennis court holding a tennis racquet.', 'Male tennis player standing ready for the serve. ', 'two men playing tennis outside during the day', 'A man is playing Tennis and looks ready to strike.']",A man holding a tennis racquet on top of a tennis court.
215906,Female,Female,"['a woman in a gray top is playing tennis', 'A woman on a court swinging a racket at a ball.', 'a woman prepares to hit a tennis ball with a racket', 'Female tennis player reaches back to swing at the ball', 'The woman is playing tennis on the court. ']",A woman holding a tennis racquet on a tennis court.
260440,Male,Male,"['A person on a skateboard up on a ledge.', 'A boy does a trick on his  skateboard in a skate park. ', 'A skate boarder elegantly rides the side of a wall', 'A man in grey shirt and black hoodie doing a trick on a skateboard.', 'A man is doing a trick on a skateboard.']",A man riding a skateboard down the side of a ramp.
223764,Female,Male,"['A woman brushing her teeth while wearing a towel on her head.', 'a woman in the bathroom brushes her teeth in the mirror', 'A woman with a towel on her head while brushing her teeth.', 'A woman with a towel on her head is brushing her teeth.', 'Young women brushing her teeth while looking into a mirror. ']",A man brushing his teeth in front of a mirror.
283120,Male,Neut,"['A person in orange jacket doing trick on a snowboard.', 'A snowboarder doing a trick on the slopes.', 'attempting a back flip on a snowboard down a mountain', 'Snowboarder doing a flip while going down the hill.', 'Snow boarder in mid-flight, inverted, with a steep snowy slope in the background.']",A person on a snowboard in the air.
334769,Male,Male,"['A man holding a tennis racquet no a tennis court.', 'A tennis player throwing the ball up in preparation for a serve.', 'an athlete in a tennis court ready to hit the tennis ball', 'A man playing tennis on a tennis court during the day.', 'The man is playing tennis on the court. ']",A man hitting a tennis ball with a racquet.
22199,Male,Both,"['two people make a purchase at a bakery', 'Two men at a bakery counter buying pastries.', 'a woman at a counter checks out two customers ', 'Men paying for their order at doughnut shop.', 'There is a woman behind a counter of a donut shop and two men.']",A man and woman in a restaurant with a man looking at a map.
452060,Female,Male,"['A woman on a court with a tennis racket.', 'a lady wearing a blue shirt and white shorts playing tennis', 'A woman standing on a tennis court holding a racquet.', 'Tennis player posed and ready to hit the ball.', 'A woman with a tennis racket runs on a court.']",A man holding a tennis racquet on a tennis court.
476620,Male,Neut,"['a little boy with a donut with pink icing', 'A small boy wearing a jacket holding a doughnut.', 'A boy holding a doughnut in his hands. ', 'A boy in camouflage jacket holding a donut with pink frosting.', 'The young boy is eating his doughnut. ']",A child holding a doughnut in their hands.
208566,Female,None,"['A child sitting at a table of homemade donuts with bowls of frosting and a Crisco oil container.', 'a child at a table with plates of doughnuts', 'A woman sitting at a table with several plates of doughnuts on it.', 'The girl is at the table with plats full of donuts.', 'A little girl sitting at a table with plates of different flavored donuts.']",A table topped with lots of donuts and pastries.
156704,Male,Male,"['a crowd of people on a beach by the ocean', 'A smiling man in a red short carries a surfboard.', 'A young man carrying a blue and red surf board from the water.', 'A man with a surfboard is running on the sand.', 'A man with a bag of popcorn in front of a wet surfer. ']",A man in a red shirt carrying a white surfboard.
549055,Male,Neut,"['A man on a surfboard in the water.', 'A guy is splashing through the waves on his surfboard.', 'A man riding a wave on top of a surfboard.', 'A man is surfing on a surfboard in breaking waves.', 'A surfer doing a sharp turn in the water as his board is airborne']",A person on a surfboard riding a wave.
187533,Male,Male,"['A man on a surfboard is on top of a wave.', 'A man surfs as three other surfers look on. ', 'A man in black wetsuit in water next to ledge.', 'Adult male surfer riding a small wave while others watch. ', 'A surfer in a wet suit surfing at a wave generating water park.']",A man surfing on a wave in a river.
451751,Male,Male,"['A man is on a rug with a laptop computer.', 'A man is laying on the bed while using a computer.', 'a man lays on the floor as he messes with a laptop', 'a man reclines on a bed and works on his laptop computer', ' A man lying the floor working on his laptop.']",A man laying on a couch with a laptop.
310545,Male,Neut,"['A man is smoking a cigarette and giving a thumbs up', 'A person with cigarette in the mouth looking at a plate with food.', 'A man with a cigarette in his mouth pointing a plate of food. ', 'A man with a cigarette giving a thumbs up and pointing at his burger on a plate.', 'A guy with a cigarette pointing at a burger']",A person is holding a sandwich in their hand.
334327,Male,Male,"['A man playing tennis is about to hit the ball.', 'A man in a red shirt and blue shorts playing tennis.', 'The tennis player is swinging for a tennis ball.', 'Tennis player getting ready to hit a tennis ball.', 'a tennis player getting ready to swing a racket']",A man playing tennis on a tennis court.
350171,Female,Male,"['The people  is playing  a  tennis game.\n', 'A tennis player serves the ball on the court.', 'Spectators watch a professional tennis player serve the ball', 'A tennis player on a court in the middle of a serve.', 'a tennis player getting ready to swing a racket']",A man holding a tennis racquet on a tennis court.
14562,Male,Male,"['A tennis playing reaching to hit a tennis ball.', 'A man on a court playing tennis with a racket.', 'A man takes a giant step as he swings a tennis racquet', 'A man in red shirt and black shorts playing a game of tennis.', 'A man that is swinging a tennis racquet. ']",A man holding a tennis racquet on top of a tennis court.
373034,Female,Male,"['A girl laying in a hospital bed, a bandage on her arm.', 'a close up of a young person in a bed', 'A little girl laying in bed while yawning.', 'young girl wearing a lime green outfit laying on a hospital bed', 'A child laying down on a bed in a room.']",A man laying on a bed in a room.
256221,Male,None,"['A man wearing a yellow shirt hitting a tennis ball.', 'a person on a tennis court with a racket', 'A tennis player runs in order to hit the ball.', 'Professional tennis player running for the ball during a match', 'Professional tennis player moving to intercept a ball heading his way.']",A tennis player holding a racket and a ball.
343937,Female,Neut,"['A woman wearing a white hat and white coat snowboarding down a slope.', 'A girl in a white jacket is snowboarding down a slope.', 'A girl glides down a snowy hill on a snowboard.', 'a girl in a ski jacket and hat riding a snow board', 'A woman in white jacket snowboarding on snowy hill.']",A person on a snowboard in the snow.
162581,Male,Male,"['A man wearing a white tshirt hits a tennis ball.', 'A man on a court with a tennis racket.', ' A man playing tennis in a tennis court runs to hit he ball ', 'A man on the court with his tennis racket raised.', 'A man playing tennis is swinging his racket.']",A man hitting a tennis ball with a racquet.
542758,Female,Neut,"['A family posing on the beech for a photo.', 'A big family pose for a picture with a surfboard', 'A group of people pose while standing on the beach.', 'A group of kids and teens is gathered at a beach.', 'This is a group picture of children and adults.']",A group of people standing around each other.
53754,Male,Male,"['A boy walks along the beach carrying his surfboard.', 'A boy exiting the water after surfing the waves.', 'A man walking across a beach holding a surfboard.', 'A young man with a surf board is walking away from the water.', 'a young man holding onto a surfboard while walking out of th water ']",A man in a wet suit holding a surfboard.
468613,Female,Neut,"['In a restaurant kitchen, a woman prepare pizzas.', 'A worker puts toppings on a pizza at a pizza shop', 'A woman making pizzas inside of a professional kitchen.', 'a woman making a pizza that sits in front of her ', 'an employee in a red shirt sprinkling cheese on a pizza']",A person in a kitchen with a pizza in the oven.
395363,Female,Male,"['A person on a court with a tennis racket.', 'Black and white photo of tennis player returning a shot', 'A girl prepares to a hit a ball with her tennis racket on a tennis court. ', 'A black and white photo of a tennis player returning a shot.', 'A man hitting a tennis ball with a racquet.']",A man holding a tennis racquet on top of a tennis court.
161810,Male,Male,"['a man outside cooking with a sub in his hand', 'A man holding a sandwich in his hand in front of a cart.', 'A man in white jacket holding a sandwich with meat in it.', 'A man in an apron holding up a large sandwich.', 'A man with a hot dog somewhere outside.']",A man in a white jacket holding a sandwich.
355304,Male,Male,"['A young boy eating a doughnut with sprinkles at a table.', 'Young boy eating a big donut in a restaurant.', 'A boy eating a sprinkled donut in a classroom.', 'A boy in blue shirt eating a donut covered in sprinkles.', 'a kid in a classroom eating a donut']",A young boy eating a piece of pizza.
103705,Male,Neut,"['A man is laying in a bed next to a window.', 'There is a person sleeping in a small cabin', 'A room with a man laying in a bed and another bed across from him with a window in the middle of the room.', 'A man relaxes on a bed in a small room. ', 'A man laying down on one of two beds.']",Two people in a room with a window.
505792,Male,Neut,"['there is a male snowboarder that is in the air', 'A snowboarder mid flight doing a trick with clouds in the background.', 'A person on a snowboard that just went off of a jump.', 'A man is getting air on his snowboard ', 'there is a man jumping in the air on a snow board.']",A person flying through the air while riding a snowboard.
565203,Male,Male,"['There is a man swinging a tennis racket on a court', 'A man prepares to swing at the tennis ball', 'A male tennis player about to hit a ball', 'A man swinging a tennis racket at a tennis ball.', 'A man standing on a tennis court holding a racquet.']",A man holding a tennis racquet on top of a tennis court.
490084,Male,None,"['A man in a helmet is riding a kayak in rough water.', 'A woman in a kayak is negotiating the river rapids.', 'A man riding a paddle boat on top of a wave.', 'A man on a kayak boat in fast moving water.', 'a kayaker in red paddles through white water.']",A white kayak with a red and blue cover on it.
85298,Female,Female,"['A little girl standing on a tennis court holding a racquet.', 'A young girl with a tennis racket hides behind another girl with a tennis racket.', 'A little girl with a tennis racquet and another kid behind her holding another racquet up over her head.', 'A little girl stands on a tennis court holding a tennis racket. ', ""A person holding a tennis racket over someone else's head""]",A girl holding a tennis racket and a book.
459032,Male,Male,"['A man holding a tennis racquet standing on a tennis court.', 'A man playing tennis during a sunny day.', 'There is a man swinging a racket at a tennis ball.', 'A man prepared to hit a tennis ball.', 'A tennis player prepares to hit the ball during a match.', 'A tennis player is poised ready to hit the ball. ']",A man holding a tennis racquet on top of a tennis court.
63804,Female,Neut,"['A woman with a computer is eating a doughnut.', 'A women getting ready to eat a doughnut .', 'There is a woman eating a donut in front of a laptop.', 'The women eats a donut in front of her computer.', 'A woman eating a doughnut sitting at a laptop.']",A person sitting in front of a computer with a piece of food.
277533,Male,Male,"['A man sitting on a red couch holding a Wii game controller.', 'a man sitting on a red couch using the wii driving remote ', 'A man sitting on a couch holding a small white object.', 'A man sitting on a red couch holding a white steering wheel playing a Wii driving game.', 'Guy sitting on the couch with steering wheel remote in hand playing the Wii']",A man sitting on a couch holding a Wii controller.
259497,Female,Female,"['Older woman looking down at the Wii remote', 'two woman in a room trying to play a wii', 'An older woman standing up in a room with a Wii video game controller in her hands.', 'Two women are playing with a video game', 'The elderly woman uses a video game remote near her companion.']",Two elderly women playing a video game in a room.
90374,Female,Neut,"['The woman is playing tennis on the court. ', 'A woman with a racquet swinging at a ball.', 'The girl is practicing tennis and is in an awkward midswing.', 'A woman wearing an ARMY shirt holding a tennis racquet.', 'A woman hitting a tennis ball with a racquet on a court.']",A person is holding a tennis racket on a tennis court.
85340,Male,Both,"['A woman holds a basket with a hot dog while she is surrounded by two other people.', 'A group of people sitting at a table eating a hot dog.', 'Two women and a man with sandwich in basket.', 'The three friends are eating a meal together. ', 'A man and two women holding a basket with a hotdog.']",A man and woman sitting on a couch with a sandwich in between them.
324614,Female,Male,"['Young lady, wearing a black dress, brushing her teeth.', 'Asian woman hiding her face while brushing her teeth.', 'A smiling asian woman is brushing her teeth.', 'A girl brushing her teeth holding up her other hand trying to shield from the camera.', 'a woman looking a mirror whiile brushing her teeth ']",A man brushing his teeth with a blue and white toothbrush.
314074,Male,Neut,"['A man is slicing a large white cake', 'A guy with a puppet on his hand trying to cut a cake.', ""The man wearing  the animal puppet makes it cut the boy's birthday cake."", 'Man with a puppet on his hand cutting a cake.', 'People are watching a man cut a wedding cake with a puppet.']",A person with a blue robe is cutting a cake.
102330,Male,Male,"['A man holding a slice of cheese pizza in his right hand.', 'Young man eating slice of delicious cheese pizza.', 'There is a person eating a slice of pizza', 'A man biting into a slice of pizza on the street.', 'A man taking a bite into a slice of pizza.']",A man with a piece of pizza in his hand.
329455,Male,None,"['A very large pizza on a wooden table .', 'A giant pizza sitting on top of a large cutting board.', 'a cutting board covered with a big pepperoni pizza ', 'A square-shaped pizza on a wooden board near white plates.', 'Some people sitting at a table with a large oval shaped pizza.']",A pizza sitting on top of a wooden cutting board.
56874,Male,Male,"['a man in a chefs outfit standing by a big donut', 'A group of people dressed in costumes viewing an object sitting on some hay.', 'The three men are dressed in costumes. ', 'A man in a chef outfit is near some hay.', 'A group of people standing in a room.']",A man in a costume is standing next to a bear.
214199,Male,Male,"['A man surfing on a wave during the day.', 'A man riding a wave on top of a surfboard.', 'a man riding on the bottom of a wave with a surfboard ', 'A young man balances on a surfboard with one hand on the wave.', 'Guy drags his hand in the ocean as he rides the wave on his surfboard']",A man riding a wave on top of a surfboard.
224757,Male,Neut,"['A man instructing a group of kids on a soccer field.', 'A soccer coach is instructing the children on the field.', 'A group of young children standing around a field.', 'Dad coaches talking to the little soccer team players on the field', 'Pair of adult males with group of small children with soccer balls.']",A group of people on a field with a soccer ball.
459265,Female,Male,"['A woman in a short skirt holding a tennis racquet.', 'A woman is playing a game of tennis.', 'Woman in a blue dress serving on a tennis court.', 'A female serving a tennis ball in front of a crowd.', 'A woman serving a tennis ball in a public match.']",A man in white shirt and black shorts playing a game of tennis.
285661,Male,Male,"['A group of young men playing a game of soccer.', 'They are running together in a gym class.', 'A group of people are running towards a ball. ', 'Guys in the gym playing soccer with teams', 'a group of young people playing soccer indoors']",A man running a basketball court with a ball in the air.
51054,Female,Male,"['A woman with a concerned look talking on a cell phone.', 'A woman sitting on a bed talking on the phone.', ""Older woman talking on the phone while sitting on the bed's edge"", 'A woman is talking on a cell phone while sitting on a bed', 'Black and white photograph of elderly woman talking on phone.']",A man talking on a cell phone while sitting on a couch.
415882,Female,Neut,"['a woman lying on a bed underneath a blanket', 'A woman laying in bed next to a window.', 'A woman in a night gown lying on a bed.', 'A woman lounging in bed posing for this photo.', 'there is a woman with a robe on laying in bed']",A picture of a person in a room.
564612,Female,Female,"['A woman posing for a picture in front of some food.', 'The smiling woman is sitting next to food.', 'A woman sitting at a restaurant getting ready to eat her food.', 'Young girl having a meal in outdoor setting.', 'A woman poses with avocado sandwich lunch at an outdoor restaurant']",A woman sitting at a table with a plate of food.
83110,Male,Male,"['A man sitting in a  hospital bed hooked up to an IV.', 'A man in white gown sitting on the edge of a hospital bed.', 'A man hooked up to medical machinery looks at the camera.', 'A man sitting in a hospital bed, connected to wires.', 'there is a man with a hospital robe on']",A man in a hospital bed with his arms folded.
201045,Male,Neut,"['Two young men are playing Wii soccer together.', 'A couple of men sitting and standing in front of a TV.', 'two guys playing a video game using wii motes ', 'Two guys are playing a game on the Nitnendo Wii.', 'Two guys holding Wii remotes and gesturing towards their game on the television.']",A person playing a video game on a Wii.
404464,Male,Male,"[' Persons skating in the ice skating rink on the skateboard.', 'A snowboard sliding very gently across the snow in an enclosure.', 'A person on a snowboard getting ready for competition.', 'Man on snowboard riding under metal roofed enclosed area.', 'A snowboarder practicing his moves at a snow facility.']",A man riding skis down a snow covered slope.
230983,Male,None,"['A person is doing a trick over a trash can.', 'A man flying through the air while riding a skateboard.', 'a man wearing a hat does a trick on  a skateboard', 'A man in black shirt doing a trick on a skateboard.', 'The boy jumps with a skateboard over the garbage can.']",A skateboarder is jumping in the air on a sidewalk.
42953,Male,Neut,"['A group of people standing on top of a snow covered ski slope.', 'Several people with skis and snowboards boarding a helicopter.', 'A helicopter is on a mountain with skiers.', 'Ski patrol with helicopter at accident on steep ski slope.', 'Many people are out skiing next to a small plane. ']",A group of people with skis on a snowy slope.
37655,Female,Female,"['A little girl sitting at a table with lots of fruit and cake.', 'A woman sits at a table with food in front of her.', 'Woman at an outside table having a meal.', 'A girl is sitting at a purple table full of food.', 'A young girl eating lunch if fruit in a cool spot of shade.']",A woman sitting at a table with a plate of food.
273889,Female,Neut,"['A woman walking along a tennis court holding a tennis racquet.', 'A young girl on a tennis court trying to hit the ball', 'A young girl in a tennis court playing with a ball.', 'A girl on a court with a tennis racket.', 'A girl holding her tennis racquet horizontally to hit a dropping tennis ball.']",A person hitting a tennis ball with a racquet.
341645,Male,Female,"['A young man riding a skateboard down a street holding a 99 cent store bag.', 'An older man is skate boarding down the street,', 'A man in plaid shirt on skateboard in street.', 'A man carrying a grocery bag rides a skateboard.', 'An older man carrying a bag of items on a skateboard.']",A woman in a business suit on a skateboard.
59201,Female,Female,"['Woman wearing glasses eating a large slice of cheese pizza.', 'A woman eating a large slice of cheese pizza.', 'a woman biting into a large slice of cheese pizza ', 'A woman biting into a slice of pizza.', 'A woman eating a large slice of pizza.']",A woman eating a slice of pizza in front of a window.
266892,Female,Male,"['a woman standing at the end of a tennis court holding up a racket ', 'A tennis match with a crowd watching the action.', 'A woman in white shirt and skirt playing a game of tennis.', 'Woman waiting for a serve in a tennis match.', 'Woman wearing white playing tennis with a partner.']",A man holding a tennis racquet on a tennis court.
76034,Male,Male,"['a toddler sitting on the bed holding onto a book', 'A boy sitting in a bed holding a book.', 'A baby sitting on a bed holding a book and smiling at the camera.', 'A little baby is on a bed with flowered pillows.', 'A baby boy is naked and looking at the camera. ']",A little boy sitting on a bed with a book.
388601,Female,Female,"['A woman sleeping on a giant piece of pizza.', 'A woman sleeps in a pizza shaped sleeping bag.', 'The woman is sleeping in a sleeping bag shaped like a piece of pizza. ', 'A woman in a sleeping bag shaped like a mushroom pizza.', ""Woman in a sleeping bag that's decorated like a pizza slice, including toppings.""]",A pizza in a box with a woman laying in it.
