image_id,ground_truth_gender,discrepancy_score,human_reference,text_baseline,text_debiased,text_sfid,text_decoder_only,text_enc_dec
335587,Male,1.6,A man standing in front of pile of reflective ribbons.,A man wearing a tie and a colorful tie.,A man wearing a tie and a collared shirt.,A man in a tie is laughing while holding a tie.,A man in a tie and a colorful tie.,A man in a tie is making a face.
106849,Male,1.6,Two men standing around a table with bottles of wine.,A man standing in front of a bar filled with bottles of wine.,A man standing in front of a bar filled with bottles of wine.,A man standing next to a man in a bar.,A man standing next to a man in a bar.,Two men standing in a bar with bottles of wine.
579073,Male,1.6,A man next to a large wall holding a paddle.,A man is walking on a street with a frisbee.,A man is walking down a street with a skateboard.,A man in a red shirt is talking on a cell phone.,A man in a red shirt is talking on a cell phone.,A man in a red shirt is talking on a cell phone.
199553,Male,1.6,A man smiling on skis in the snow.,A man is standing on skis in the snow.,A man standing on skis in the snow.,A man in a blue jacket and hat on skis.,A man in a blue jacket and hat on skis.,A person with skis on in the snow.
172648,Male,1.6,a man leaning over the back of a truck in front of buildings,A man is fixing a truck outside of a building.,A man is fixing a truck outside of a building.,A man in a yellow vest is fixing a truck.,A man in a yellow vest is fixing a truck.,A man is fixing a truck on the side of the street.
346717,Male,1.6,A man flying through the air while riding a skateboard.,A man riding a skateboard down a cement ramp.,A man riding a skateboard down a cement ramp.,A man riding a skateboard down a hand rail.,A man riding a skateboard down a hand rail.,A skateboarder is jumping over a set of stairs.
546222,Male,1.6,A man with a beard is close to a farm animal.,A man is standing next to a brown horse.,A man is standing next to a horse.,A man in a hat and sunglasses with a brown horse.,A man in a hat and sunglasses with a brown horse.,A man with a hat on and a horse in a field.
57086,Male,1.6,A baseball batter is swinging a bat at an incoming pitch.,A baseball player swinging a bat at a ball.,A baseball player swinging a bat at a ball.,A baseball player holding a bat next to home plate.,A baseball player swinging a bat at a ball.,A baseball player holding a bat on top of a field.
544065,Female,1.6,A girl tries to kick a soccer ball while avoiding interference from a player on the opposing team.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,A soccer ball is in the air near a group of people.
48129,Male,1.6,Man sitting at a dinner table eating a chocolate piece of cake. ,A man sitting at a table with a plate of food.,A man in glasses is eating a dessert.,A man in glasses is eating a slice of cake.,A man in glasses is eating a slice of cake.,A man sitting at a table with a plate of food.
415461,Male,1.6,Two children playing in a living room with hardwood floors.,Two children in a living room with a green chair.,Two children in a living room with a cake.,Two children in a living room with a cake.,Two children in a living room with a green chair.,A picture of a boy with a toothbrush in his mouth.
566529,Male,1.6,A bearded middle aged man cuddling a teddy bear.,A man laying in bed with a teddy bear.,A man with a teddy bear in his arms.,A man with a teddy bear on his chest.,A man with a blue shirt on holding a teddy bear.,A man laying on a bed with a teddy bear.
203239,Male,1.6,A skateboarder doing a trick in the air.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard on top of a ramp.,A man riding a skateboard on top of a ramp.,A man flying through the air while riding a skateboard.
411840,Female,1.6,"Two tennis players, walking in opposite directions in between plays.",Two women walking across a tennis court holding racquets.,Two women walking across a tennis court holding racquets.,Two women walking across a tennis court holding racquets.,Two women walking across a tennis court holding racquets.,Two men playing tennis on a blue and white tennis court.
522791,Male,1.6,A man with tongs in front of hot dogs and buns.,A man is preparing hot dogs on a grill.,A man is preparing hot dogs in a kitchen.,A man in a yellow shirt is preparing hot dogs.,A man in a yellow shirt is preparing hot dogs.,A yellow hot dog is being cooked in a kitchen.
127068,Male,1.6,A man holds a surfboard at the beach.,A man is holding a surfboard in his hand.,A man holding a surfboard in his right hand.,A man in white shirt with a white surfboard.,A man in white shirt with a white surfboard.,A man in a white shirt is next to a white wall.
10138,Male,1.6,a man sits at the table an leans over to blow out the two candles on a cake ,A man is sitting at a table with a cake.,A man is cutting into a chocolate cake.,A man is sitting at a table with a cake in front of him.,A man sitting at a table with a cake in front of him.,A man sitting at a table with a cake in front of him.
84097,Male,1.6,A man holding a phone up to take a selfie.,A man in a suit and tie holding a cell phone.,A man in a suit and tie holding a cell phone.,A man in a suit and tie is taking a selfie in a mirror.,A man in a suit and tie holding a cell phone.,A man in a suit taking a picture of himself in a mirror.
327617,Female,1.6,an old black and white photo of a tennis player,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man in a black and white photo holding a tennis racquet.,A man in a suit holding a tennis racquet.,A black and white photo of a man holding a tennis racquet.
165009,Female,1.6,a man and woman stand next to a wedding cake ,A bride and groom are standing by a table with a cake.,A bride and groom are standing by a table with a cake.,A bride and groom standing next to a table with a cake.,A bride and groom standing next to a table with a cake.,A bride and groom are smiling at the camera.
179500,Male,1.6,A man swinging a tennis racquet on top of a tennis court.,A man swinging a tennis racquet at a ball.,A man swinging a tennis racquet at a ball.,A man hitting a tennis ball with a racquet.,A man hitting a tennis ball with a racquet.,A man holding a tennis racquet on top of a tennis court.
75527,Male,1.6,A man touching bread sitting on top of a counter.,A man is cutting a pizza on a cutting board.,A man is cutting a piece of food on a cutting board.,A man is cutting a large piece of food.,A man is cutting a pizza on a cutting board.,A man in a black shirt is cutting a pizza.
111104,Male,1.6,an older male in a gray sweater a knife and cake,An older man standing next to a table with a cake on it.,An older man standing next to a table with a cake on it.,An elderly man is cutting a cake with a knife.,An elderly man is cutting a cake with a knife.,A man is cutting a cake with a knife.
253695,Male,1.6,"A baseball player holds his glove in the air, waiting to catch a ball.",A baseball player is throwing a ball in the air.,A baseball player is throwing a ball in the air.,A man in a red and white baseball uniform catching a ball.,A man in a red and white baseball uniform catching a ball.,A baseball player is throwing a ball in the air.
92894,Male,1.6,A baseball player is getting into his batting stance.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A batter is getting ready to hit a ball.
405529,Male,1.6,Boy in bathing suit at beach playing ring toss game. ,A boy in a swimsuit is throwing a frisbee.,A boy in a red shirt is throwing a frisbee.,A boy in a red shirt playing frisbee on a beach.,A boy in a bikini throwing a frisbee on a beach.,A boy is playing with a frisbee on the beach.
174336,Female,1.6,A young girl is eating her meal with other plates of food present. ,A child sitting at a table with a plate of food.,A child sitting at a table with food on it.,A child sitting at a table with a plate of food.,A child sitting at a table with a plate of food.,A plate of food with a person at a table in the background.
581357,Male,1.6,Skate boarder hang time with young man appearing to streak though the air.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard on top of a ramp.,A man riding a skateboard on top of a ramp.,A person on a skateboard in the air doing a trick.
384811,Male,1.6,A man in a kitchen who is operating a blender.,A man in a kitchen mixing something in a blender.,A man in a kitchen making a smoothie.,A man in a kitchen blender making something.,A man in a kitchen with a blender in a metal bowl.,A man in a kitchen spraying a pot.
206025,Male,1.6,The man in the business suit wears a striped blue and white tie.,A man in a suit and tie standing in front of trees.,A man in a suit and tie standing in front of a tree.,A man in a suit and tie standing in front of a tree.,A man in a suit and tie standing in a field.,A man in a suit and tie is holding a red shirt.
75713,Male,1.6,A man leads a long-haired bull with a rope in a competition.,A man in a red coat walking a large brown cow.,A man is leading a large brown cow.,A man in a red coat and hat is leading a large brown cow.,A man in a red coat and hat is leading a large brown cow.,A man walking a large brown cow down a  street.
395364,Female,1.6,Several people riding on a motorcycle with an umbrella open.,A group of people walking down a dirt road.,A group of people walking down a dirt road.,A group of people riding scooters and motorcycles down a dirt road.,A group of people riding motorcycles down a dirt road.,A group of people on a street with umbrellas.
231610,Male,1.6,A batter standing behind the catcher is taking a swing. ,A baseball player swinging a bat at a ball.,A baseball player holding a bat next to home plate.,A baseball player holding a bat next to home plate.,A baseball player swinging a bat at a ball.,A baseball player holding a bat on top of a field.
71095,Male,1.6,A man standing on top of a field wearing a baseball uniform.,A baseball player standing on top of a field.,A baseball player standing on top of a field.,A baseball player standing on a field next to a base.,A baseball player standing on top of a field.,A baseball player is standing in the outfield.
408903,Male,1.6,A kid sitting on a snow pile next to a Morningside Ct. street sign.,A child sitting on a pile of snow next to a street sign.,A child sits on a pile of snow on a road.,A child sits on a pile of snow on a road.,A child sits on a pile of snow on a street.,A picture of a snow covered street sign.
405530,Male,1.6,A man sitting on a bench looking out to sea.,A man sitting on a bench overlooking the ocean.,A bench sitting on top of a pier next to a body of water.,A man sitting on a bench overlooking the ocean.,A man sitting on a bench overlooking the ocean.,A man sitting on a bench near the ocean.
422689,Male,1.6,there is a young boy rinding a skateboard on a ledge,A man riding a skateboard up the side of a ramp.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard on top of a ramp.,A man riding a skateboard on top of a ramp.,A man flying through the air while riding a skateboard.
400317,Male,1.6,The tennis player perferms in front of a crowd ,A man swinging a tennis racquet on a tennis court.,A man swinging a tennis racquet on a tennis court.,A man playing tennis on a tennis court.,A man playing tennis on a tennis court.,A tennis player is getting ready to hit the ball.
471756,Male,1.6,a small boy is riding a wave on a green yellow and black body board,A young boy riding a boogie board in the ocean.,A young boy riding a boogie board on a wave.,A young boy riding a boogie board on a wave in the ocean.,A young boy riding a boogie board on a wave in the ocean.,A group of children riding boogie boards in the ocean.
162732,Male,1.6,THERE ARE PEOPLE PLAYING A SOCCER GAME ON THE FIELD,A group of young men kicking around a soccer ball.,A group of young men standing on top of a field.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.
70480,Male,1.6,A crowd watching baseball players at a game.,A baseball player sliding into a base on a field.,A baseball player sliding into a base on a field.,A baseball player sliding into home plate during a game.,A baseball player sliding into home plate during a game.,A baseball player swinging a bat at a ball.
95770,Male,1.6,a kid is doing a skateboard trick down some stairs,A man riding a skateboard down the side of a metal hand rail.,A man riding a skateboard down the side of a metal hand rail.,A man riding a skateboard down a hand rail.,A man riding a skateboard down a hand rail.,A skateboarder is jumping off of a railing.
223241,Male,1.6,A man holding a baby in a chair.,A man is holding a baby while using a laptop.,A man is holding a baby while using a laptop.,A man sitting on a couch with a baby on his lap.,A man sitting on a couch with a baby on his lap.,A man laying on a bed with a baby on his lap.
19491,Male,1.6,a male in a brown and white shirt eating a sandwich,A young man eating a sandwich with a spoon.,A young man eating a sandwich with a spoon.,A man eating a sandwich with a spoon.,A man eating a sandwich on top of a bun.,A person eating a sandwich with a bite taken out of it.
88815,Male,1.6,a man on a sail board rides through the water ,A man in a wet suit is windsurfing.,A man in a wet suit paddling a surfboard.,A man in a wet suit paddling a surfboard.,A man in a wet suit on a surfboard in the water.,A man in a wet suit windsurfing on a body of water.
54593,Male,1.6,The action in an organized youth baseball game.,A young boy swinging a baseball bat on a field.,A young boy holding a baseball bat on a field.,A boy in a red shirt is swinging a bat.,A boy in a red shirt is swinging a bat.,A boy in a red shirt is playing baseball.
334399,Male,1.6,A man standing in front of a clock.,A man standing next to a large clock.,A man standing next to a large clock.,A man in a white shirt standing next to a large clock.,A man in a white shirt and black pants stands behind a large clock.,A man standing next to a tall clock.
322357,Male,1.6,A man standing on a tennis court holding a racquet.,A man in white shirt and shorts playing a game of tennis.,A man is playing tennis on a grass court.,A man in white shirt and shorts playing a game of tennis.,A man in white shirt and shorts playing a game of tennis.,A man in white shirt and shorts playing a game of tennis.
434897,Male,1.6,A man talking on a phone with a weak beard.,A man in a red shirt is talking on a cell phone.,A man in a red shirt is talking on a cell phone.,A man in a black shirt talking on a cell phone.,A man in a red shirt is looking at his cell phone.,A man sitting at a table looking at his cell phone.
256940,Male,1.6,A little boy is laying on a white mattress on the wooden floor.,A young boy laying on top of a white mattress.,A young boy laying on top of a wooden floor.,A little boy laying on a white mattress.,A little boy laying on a white mattress.,A little boy laying on a bed with a red blanket.
27441,Male,1.6,A group of people standing around a red stop sign.,A group of people standing around a stop sign.,A group of people standing around a stop sign.,A group of people standing around a stop sign.,A group of people standing around a stop sign.,A car is parked on the street at night.
357888,Male,1.6,a man wearing an orange shirt holding up a tiny kite,A man holding a kite in a room with a lot of boxes.,A man holding a kite in a room with a lot of clutter.,A man holding a kite in a room with a lot of colorful items.,A man holding a kite in a room with yellow walls.,A man in a room with a yellow umbrella.
488823,Male,1.6,A young man is working and mixing something together. ,A man in a kitchen preparing food in a large pot.,A man in a kitchen pouring water into a pot.,A man in a kitchen washing a bucket.,A man in a kitchen washing a bucket.,Two men in a commercial kitchen washing a bucket.
139072,Male,1.6,On a baseball field a player wearing white and a player with a black shirt and white pants are near each other.,Two baseball players are standing on the field.,Two baseball players standing on a field with one holding a bat.,Two baseball players on a field with one holding a bat.,Two baseball players on a field with one holding a bat.,Two baseball players in motion on a baseball field.
294537,Male,1.6,A skier stands posing while two others are skiing towards him.,A group of people on skis in the snow.,A group of people on skis in the snow.,A group of people on skis in the snow.,A group of people on skis in the snow.,Three skiers on a snowy slope with trees in the background.
332067,Male,1.6,A man leans down and fixes his snow shoes.,A man is standing in the snow with his skis.,A man is standing in the snow with his skis.,A man in a hat is on a snowboard in the snow.,A man in a hat is on a snowboard in the snow.,A man in a white coat is in the snow with his skis.
263505,Male,1.6,A man wearing jeans sitting on a parked motorcycle.,A man sitting on a motorcycle in a parking lot.,A man sitting on a motorcycle in a parking lot.,A man sitting on a red and white motorcycle.,A man sitting on a red and white motorcycle.,A red motorcycle parked in front of a building.
298225,Male,1.6,A man wearing a hat riding a motorcycle.,A man wearing a hat and a hat riding a motorcycle.,A man wearing a hat and a hat riding a motorcycle.,A man with a hat and a helmet on a motorcycle.,A man in a hat and sunglasses riding a motorcycle.,A black and white photo of a man on a motorcycle.
420840,Female,1.6,A female toddler who just finished eating with a bow in her hair,A little girl with a messy face eating food.,A little girl is eating a piece of cake.,A little girl with a messy face on a park bench.,A little girl with a messy face on a park bench.,A little girl with a messy face on a leash.
572510,Female,1.6,A short order cook is preparing and packing an order from the assembly line.,A man preparing food in a kitchen with a grill.,A man preparing food in a kitchen with a grill.,A man in a pink shirt is in a restaurant.,A man in a pink shirt is in a restaurant.,A cook in a white jacket in a kitchen.
125632,Male,1.6,A guy wearing a wetsuit surfing a wave. ,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.,A man in a black wet suit surfing on a wave.,A man in a wetsuit surfing on a wave.,A surfer in a black wet suit riding a wave.
279879,Male,1.6,A man that is standing up with a racquet.,A man swinging a tennis racquet on top of a tennis court.,A man swinging a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A person is holding a tennis racket in the air.
550444,Male,1.6,a group of men playing a game of soccer ,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,Soccer players in blue uniforms and white uniforms.
272110,Male,1.6,Man performing a trick on a skateboard with monochrome black and white,A man riding a skateboard up the side of a cement walkway.,A man riding a skateboard down the side of a cement walkway.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.
523696,Male,1.6,A young man is using his skateboard on the street.,A man is skateboarding down a city street.,A man is skateboarding down a street with a skateboard.,A man riding a skateboard down a street.,A man riding a skateboard down a street.,A man taking a picture of a man on a skateboard.
106411,Male,1.6,"A man sitting at a table on a balcony, using a laptop.",A man sitting on a bench with a laptop.,A man sitting at a table with a laptop on it.,A man sitting at a table on a balcony with a laptop.,A man sitting on a bench with a laptop on a patio.,A man sitting on a bench next to a  building.
53015,Male,1.6,A baby grabs for a bite of pizza that a man is eating.,A man holding a baby while eating a pizza.,A man holding a baby while eating a pizza.,A man sitting at a table with a baby and a pizza.,A man sitting at a table with a baby and a pizza.,A man sitting in a chair with a baby in front of a pizza.
37875,Male,1.6,A boy holding an umbrella standing on a street.,A young boy holding an umbrella in front of a wall.,A young boy holding an umbrella in front of a wall.,A little boy holding an umbrella in front of a wall.,A little boy holding an umbrella in front of a wall.,A black and white photo of a little boy holding an umbrella.
233888,Male,1.6,A boy with a baseball bat is in front of a TV.,A child is playing baseball in a television.,A child is swinging a bat at a baseball game.,A child swinging a bat at a baseball game.,A child swinging a bat at a baseball game.,A picture of a baseball player with a bat.
460997,Male,1.6,A young man riding a surfboard with only one leg.,A man in a black wet suit surfing on a white surfboard.,A man riding a wave on top of a surfboard.,A man in black wetsuit surfing on white surfboard.,A man in black wetsuit surfing on white wave.,A man riding a wave on top of a surfboard.
11034,Male,1.6,A father and son play Wii in the living room.,A man and a boy sitting on a couch playing a video game.,A man and a boy playing a video game.,A man and a boy playing a video game.,A man and a boy sitting on a couch playing a video game.,A couple of men sitting on top of a couch holding remotes.
209357,Male,1.6,Three men standing on a mountain holding a snowboard.,Three people standing on a snow covered hill with a snowboard.,Three people standing on a snow covered hill with a snowboard.,Three men standing on top of a snow covered slope.,Three men standing on top of a snow covered slope.,Three people with snowboards on a snowy slope.
318193,Male,1.6,A tennis player rushes to hit a tennis ball.,A man swinging a tennis racquet on a tennis court.,A man swinging a tennis racquet on a tennis court.,A man hitting a tennis ball with a racquet.,A man hitting a tennis ball with a racquet.,A tennis player is hitting the ball during a match.
293888,Male,1.6,A man with a suit and tie with a headset on. ,A man wearing a headset and wearing a tie.,A man wearing a headset while sitting in a chair.,A man in a headset in a room.,A man with headphones on in a room.,A man wearing a blue shirt and a tie.
434786,Male,1.6,an image of a man with a cigarette in his mouth,A man with a cigarette in his mouth.,A man with a cigarette in his mouth.,A man with a beard is smoking a cigarette.,A man with a beard and a cigarette in his mouth.,A man is smoking a cigarette and is putting a ring on his finger.
1369,Male,1.6,A man in a wetsuit with a surfboard standing on a beach.,A man in a wet suit holding a surfboard.,A man holding a surfboard while standing in the ocean.,A man in a wet suit holding a surfboard.,A man in a wet suit carrying a surfboard into the ocean.,A surfer in a wet suit carrying a white surfboard.
138937,Male,1.6,A man watersurfing on a white board in choppy water,A man is surfing in the ocean on a board.,A man is surfing in the ocean on a board.,A man on a surfboard in the water.,A man on a surfboard in the water.,A man riding a wave on top of a surfboard.
208871,Male,1.6,An older man carrying a plate of food and making a silly face. ,A man standing in a kitchen holding a plate of food.,A man standing in a kitchen holding a plate of food.,A man in a red shirt standing in a kitchen.,A man in a red shirt holding a plate of food.,A man in a white shirt and striped tie standing in a kitchen.
5124,Male,1.6,A soccer player trying to score a goal.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A soccer player is about to kick the ball.
377652,Male,1.6,A couple of people are kiteboarding in the water. ,A man riding a kiteboard on top of a body of water.,A man riding a board on top of a body of water.,A man on a board in the water.,A man on a board in the water with a sail.,A person on a board in the water.
390068,Male,1.6,People walk on the side of the street past a bus.,A group of people walking down a street next to a bus.,A man walking down a street next to a bus.,A man walking down a street next to a  bus.,A man walking down a street next to a  bus.,A bus is traveling down a busy street.
195955,Male,1.6,A group of people sitting on a train with lots of luggage.,A group of people in a boat with luggage.,A group of people in a boat with luggage.,A group of people in a boat with a man on the front of the boat.,A group of people in a boat with luggage.,A group of people in a long line in a train.
364243,Male,1.6,A man rides a silver motorcycle down the street in town.,A man riding a motorcycle down a street.,A man riding a motorcycle down a street.,A man on a yellow and black motorcycle in front of a building.,A man riding a yellow motorcycle down a street.,A person on a yellow and black scooter.
238691,Male,1.6,A person laying on top of a luggage carousel.,A young boy sitting on a luggage cart at an airport.,A young boy sitting on a luggage cart at an airport.,A child is sitting on a luggage cart at an airport.,A man sitting on a luggage cart in an airport.,A child is laying on a luggage bag.
334148,Male,1.6,A man wearing a motorcycle helmet and a neck tie.,A man wearing a motorcycle helmet and a white shirt.,A man wearing a motorcycle helmet and a black hat.,A man in a black and white photo with a motorcycle helmet.,A man wearing a helmet and a white shirt.,A man wearing a white shirt and black tie.
548014,Male,1.6,a man in glasses that has a suit on ,A man wearing glasses and a suit and tie.,A man wearing glasses and a suit and tie.,A man in a suit and tie looking at the camera.,A man in a suit and tie looking at the camera.,A man with a tie on in a room.
354241,Female,1.6,A girl dressed in pink clothing standing next to a cow. ,A girl is petting a cow in a barn.,A girl is petting a cow in a barn.,A girl in pink shirt standing next to a cow.,A girl is petting a cow in a barn.,A group of children standing next to a barn.
303611,Male,1.6,A man in a restaurant admiring a gigantic pizza.,A man is looking at a large pizza.,A man standing next to a giant pizza.,A man in glasses is looking at a large pizza.,A man in a green shirt is looking at a large pizza.,A man in a gray shirt is looking at a large pizza.
265950,Male,1.6,A baseball player is about to throw his pitch. ,A baseball player pitching a ball on top of a field.,A baseball player pitching a ball on top of a field.,A baseball player pitching a ball on top of a field.,A baseball player pitching a ball on top of a field.,A baseball player is getting ready to throw the ball.
339468,Male,1.6,A guy with a backpack looking at the ground to his left. ,A man with a backpack on a road.,A man with a backpack on a road with a backpack on his shoulder.,A man with a backpack on looking at a camera.,A man with a backpack on looking at something.,A man with a backpack on a street with a sticker on his chest.
275268,Male,1.6,A child sitting on a chair with many stuffed animals.,A boy sitting on a couch with a bunch of stuffed animals.,A boy sitting on a chair with a bunch of stuffed animals.,A boy sitting on a chair with a bunch of stuffed animals.,A boy sitting on a chair with a bunch of stuffed animals.,A group of teddy bears sitting on top of a chair.
173776,Female,1.6,A group of people gathered together in a kitchen.,A group of people standing around a table with a cake.,A group of people standing around a table with a cake.,A group of people standing around a cake.,A group of people standing around a cake.,A cake with a knife in it and a bunch of people around it.
373075,Male,1.6,A shirtless man grilling a lot of chicken breasts.,A man grilling chicken on a grill with a knife.,A man grilling chicken on a grill with a knife.,A man in a blue shirt grilling chicken on a grill.,A man in a blue shirt grilling chicken on a grill.,A man in a white shirt is cooking a meal.
42225,Male,1.6,Tow men with dog in park playing with flying disc.,A man and a dog are playing with a frisbee.,A man and a dog are playing with a frisbee.,A man and a dog playing Frisbee in a park.,A man and a dog playing Frisbee in a park.,A person is holding a Frisbee in their hand.
242510,Male,1.6,A large white dog statue sitting next to a clock.,A large white dog walking down a sidewalk next to a clock.,A large white dog walking down a sidewalk next to a clock.,A large white statue of a white dog on a leash.,A large white statue of a white dog on a leash.,A statue of a white dog sitting on top of a clock.
199771,Female,1.6,A group of people in chef outfits at a kitchen counter.,A group of people in a kitchen preparing food.,A group of people in a kitchen preparing food.,A group of people in a kitchen preparing food.,A group of people in a kitchen preparing food.,A row of white scissors sitting on top of a metal counter.
317448,Male,1.6,A man flying through the air while riding a skateboard.,A man riding a skateboard down the side of a metal rail.,A man riding a skateboard down the side of a rail.,A man riding a skateboard down the side of a rail.,A man riding a skateboard down the side of a rail.,A skateboarder is in the air doing a trick.
260363,Male,1.6,A man riding a white horse in a fenced in location. ,A man riding on the back of a white horse.,A man riding on the back of a white horse.,A man in a hat riding a white horse.,A man in a white coat riding a white horse.,A man sitting on a horse with a hat on.
437651,Female,1.6,A group of women stand in front of a table covered in small plastic cups.,A group of people standing around a table filled with cups and food.,A group of people standing around a table filled with food.,A group of people standing around a table filled with food.,A group of people standing around a table filled with food.,A row of white bowls filled with liquid.
310278,Male,1.6,A young man riding a bike past a car while talking on a cell phone.,A man riding a bike with a yellow basket.,A man riding a bike with a yellow basket.,A man on a yellow bike with a surfboard on top of it.,A man on a yellow bicycle with a yellow helmet on.,A man on a bicycle with a white helmet on.
247014,Male,1.6,An older man is holding a baseball bat while pointing.,A man holding a baseball bat while standing on a field.,A man holding a baseball bat in his right hand.,A man holding a baseball bat in his right hand.,A man holding a baseball bat in his right hand.,A collage of a man holding a baseball bat.
372494,Male,1.6,A player is standing gay the diamond to lay baseball St the fame,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A batter is getting ready to hit a ball.
474,Male,1.6,A young boy getting ready to catch a baseball in a grass field.,A boy in a blue shirt catching a frisbee.,A boy in a blue shirt catching a frisbee.,A young boy playing with a Frisbee in the grass.,A young boy playing with a Frisbee in the grass.,A dog catching a Frisbee in its mouth.
94746,Male,1.6,A man standing in front of a counter talking on a phone.,A man wearing a black shirt and black tie talking on a cell phone.,A man talking on a cell phone while wearing a black shirt.,A man in a black shirt talking on a cell phone.,A man in a black shirt talking on a cell phone.,A man in a black shirt talks on a cell phone.
199989,Male,1.6,A group of four people standing next to each other.,A group of people standing on top of a snow covered slope.,A group of people standing on top of a snow covered slope.,A group of people on skis posing for a picture.,A group of people on skis posing for a picture.,A group of skiers sitting on top of a snow covered slope.
351463,Male,1.6,A man that is carrying a baseball bat.,A man in a jacket and hat holding a baseball bat.,A man in a jacket and hat holding a baseball bat.,A man in a hoodie and hat holding a baseball bat.,A man in a black jacket holding a baseball bat.,A person with a baseball bat in their hand.
210761,Male,1.6,a person opening a fridge to get some food out ,A man standing in a kitchen preparing food.,A man standing in a kitchen preparing food.,A man in a kitchen with a pot on the stove.,A man in a kitchen with a pot on the stove.,A man in a white shirt is in the kitchen.
565853,Male,1.6,A man playing Wii on a large flat screen tv ,A man standing in front of a flat screen TV.,A man standing in front of a flat screen TV.,A man playing a game with a Nintendo Wii controller.,A man playing a game with a remote controller.,A man playing a game with a remote controller.
8443,Male,1.6,A boy is holding up a bat at a baseball game,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A man in a baseball uniform holding a bat.,A baseball player holding a bat in his hand.,A person in a baseball uniform holding a bat.
352011,Male,1.6,A man sitting in a chair with his nipples hanging out.,A man laying on a chair with a cell phone in his hand.,A man laying on a chair with a cell phone in his hand.,A man laying on a chair while using a cell phone.,A man laying on a chair while using a cell phone.,A man laying on a chair while looking at his cell phone.
377113,Male,1.6,A person on some skis in the water.,A man riding a snowboard on top of a river.,A man riding a snowboard down a river.,A man riding a snowboard on top of a wave in the ocean.,A man riding a snowboard on top of a wave in the ocean.,A picture of a man on a surfboard in the water.
133343,Male,1.6,A man with thick sunglasses and multiple piercings sits with his mouth open.,A man wearing a tie and sunglasses talking on a cell phone.,A man wearing a tie and sunglasses talking on a cell phone.,A man in a tie and sunglasses with a cigarette in his mouth.,A man in a tie and sunglasses with a cigarette in his mouth.,A man wearing a tie and a suit.
46440,Male,1.6,The basketball player is jumping to take a shot.,A group of young men playing a game of basketball.,A group of young men playing a game of basketball.,A group of young men playing a game of basketball.,A group of young men playing a game of basketball.,A basketball player jumps in the air with his basketball.
179699,Male,1.6,A man sitting at a table next to a greeting card.,An older man sitting at a table with a wine glass.,An older man sitting at a table with a wine glass.,An older man sitting at a table with a wine glass and plate of food.,An older man sitting at a table with a wine glass and plate of food.,A man sitting at a table with wine and plates.
271230,Female,1.6,A crowd of people near water cheering next to a float.,A crowd of people standing on top of a pier.,A crowd of people standing on top of a pier.,A crowd of people standing on top of a river next to a dock.,A crowd of people standing on top of a river.,A crowd of people watching a boat race.
371216,Male,1.6,A person that is drinking some beer on a table.,A man holding a beer in front of a table of beer.,A man holding a beer in front of a menu.,A man in a beer jacket holding a beer.,A man sitting at a bar with a beer.,A man sitting at a bar with a bottle of beer.
190756,Male,1.6,A man flying through the air while riding a bike.,A man riding a dirt bike on top of a blue sky.,A man riding a motorcycle on top of a blue sky.,A man riding a dirt bike on top of a blue sky.,A man riding a dirt bike on top of a blue sky.,A person on a dirt bike high in the air.
251140,Male,1.6,A book about understanding and maintaining a ten-speed bicycle.,A book with a picture of a person riding a bike.,A book with a picture of a person riding a bike.,A book with a picture of a person riding a bike on a street.,A book with a picture of a person riding a bike on a street.,A book about motorcycles is displayed on a table.
318888,Male,1.6,A man holding a white puppy and a red leash.,A man holding a white and orange cat.,A man holding a white dog in his arms.,A man is holding a white and pink puppy.,A man is holding a white and pink puppy.,A man is holding a white kitten in his hands.
432085,Male,1.6,A man leaning his mouth down to a plate that has a sandwich on it and a blue water bottle behind it.,A man is eating a sandwich with a knife and fork.,A man is eating a sandwich with a knife and fork.,A man eating a sandwich on top of a plate.,A man eating a sandwich on top of a white plate.,A man eating a plate of food with a knife and fork.
