image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
249953,Male,A man riding a blue surfboard on a wave in the ocean.,A boy is surfing on a white surfboard.,A young boy riding a surfboard on top of a wave.,"['A man riding a blue surfboard on a wave in the ocean.', 'A young man appears to be taking a break from the waves. ', 'a person riding a surfboard in a body of water', 'A man is riding on the back end of his surfboard', 'A young man water surfing near a beach']"
277080,Female,The woman is eating a piece of pizza. ,A woman eating a piece of pizza with a fork.,A woman eating a piece of pizza in a restaurant.,"['The woman is eating a piece of pizza. ', 'A woman taking a bite out of a piece of pizza.', 'A woman eating a thin crossed cheese pizza. ', 'A woman eating a slice of thin crust pizza.', 'a women with a piece of pizza in her mouth.']"
42757,Female,A black and white picture showing small children in a dormitory setting.,A black and white photo of a family in a small room.,An old picture of a family in a small room.,"['A black and white picture showing small children in a dormitory setting.', 'The young children are gathered in a room together. ', 'Black and white photograph of a group of kids sitting by beds with woman watching them.', 'Vintage photo of seven children in an orphanage.', 'small children in a ward playing a game']"
302405,Female,"Two snowboarders are standing with one foot strapped into their boards and one foot out, at the top of a mountain. ",A group of people on a snowy hill with snowboards.,A group of people on skis on a snowy slope.,"['Two snowboarders are standing with one foot strapped into their boards and one foot out, at the top of a mountain. ', 'A couple of people on snowboards in the snow.', 'A group of men are on top of a snowy mountain.', 'Three snowboarders at the top of a hill putting on their snowboards.', 'Group of snow boarders on top of a mountain.']"
269254,Female,People on a motorcycle holding a wrapped surfboard.,A group of people riding on the back of motorcycles.,A couple of people riding on the back of a motorcycle.,"['People on a motorcycle holding a wrapped surfboard.', 'A man and woman loading a surfboard on a motorcycle outside with other riders nearby', 'A woman helping another woman hold a surfboard while she is on the back of a scooter.', 'Some people trying to load an item onto a motorcycle.', 'some people are loading a surfboard onto a motorcycle']"
444304,Male,A man is holding a pillow and watching television.,A man laying on a bed watching a television.,A man sitting on a bed watching a television.,"['A man is holding a pillow and watching television.', 'A person laying on a bed with some remotes.', 'The kid is on the bed watching the television.', 'a guy laying with his chin on a pillow watching tv', 'A young man laying down and looking at a television']"
333924,Male,A man on a surfboard on a wave in the water. ,A man in a wetsuit riding a wave on a surfboard.,A man riding a wave on top of a surfboard.,"['A man on a surfboard on a wave in the water. ', 'a man in a wetsuit riding a wave with a surfboard ', 'A surfer in a wet suit riding the crest of a wave.', 'There is a surfer riding his board down a wave', 'A man is on his surfing board, riding the waves. ']"
176009,Male,a surfer using man made wave with ease,A man riding a wave on top of a surfboard.,A man riding a surfboard on top of a wave.,"['a surfer using man made wave with ease', 'A man riding on top of a surfboard on a wave in the ocean.', 'a man riding on a surfboard next to a bunch of people ', 'A male surfer riding a wave past other surfers.', 'Man riding on a surf board near a boardwalk.']"
504747,Female,A woman standing in a kitchen preparing food.,A woman standing in a kitchen with a stove top oven.,A woman standing in a kitchen with a cake.,"['A woman standing in a kitchen preparing food.', 'A woman in red hoodie standing next to a cake on cooling rack.', 'A woman smiles while standing next to a cake on the stove.', 'A lady making something in a home kitchen of some sort.', 'A young woman has just made a cake she gives a thumbs-up to as sme smiles at the camera. ']"
486774,Male,A man riding a surfboard with his arms outstretched.,A man riding a wave on top of a surfboard.,A man riding a surfboard on top of a wave.,"['A man riding a surfboard with his arms outstretched.', 'The man on the surfboard is riding the waves.', 'A person wearing board shorts riding a surfboard.', 'A man is riding a surfboard on the water of ocean.', 'A man is surfing on a wave in the ocean.']"
524173,Female,A person lying on a surfboard as others observe them.,A group of people kneeling on the sand near surfboards.,A group of people kneeling on the sand of a beach.,"['A person lying on a surfboard as others observe them.', 'two girls and two boys and one boy is laying on a surfboard', 'A group of people next to a person on a surfboard.', 'A group of people learning how to surf on a beach.', 'a person learning how to surf board out side ']"
479213,Female,A couple of women holding up a cake together.,Two women cutting a cake with a green frosting.,Two women cutting a cake with a green icing.,"['A couple of women holding up a cake together.', 'A couple of women holding a cake in their hands.', 'Two women in wigs are holding a birthday cake.', 'Two smiling women holding a big cake together.', 'two women hold a cake with a picture on it ']"
283120,Male,A person in orange jacket doing trick on a snowboard.,A person on a snowboard in the air.,A person on a snowboard falling down in the snow.,"['A person in orange jacket doing trick on a snowboard.', 'A snowboarder doing a trick on the slopes.', 'attempting a back flip on a snowboard down a mountain', 'Snowboarder doing a flip while going down the hill.', 'Snow boarder in mid-flight, inverted, with a steep snowy slope in the background.']"
208566,Female,A child sitting at a table of homemade donuts with bowls of frosting and a Crisco oil container.,A young girl sitting at a table with a variety of donuts.,A young girl sitting at a table with a plate of donuts.,"['A child sitting at a table of homemade donuts with bowls of frosting and a Crisco oil container.', 'a child at a table with plates of doughnuts', 'A woman sitting at a table with several plates of doughnuts on it.', 'The girl is at the table with plats full of donuts.', 'A little girl sitting at a table with plates of different flavored donuts.']"
350171,Female,"The people  is playing  a  tennis game.
",A man swinging a tennis racquet on a tennis court.,A woman is playing tennis on a blue court.,"['The people  is playing  a  tennis game.\n', 'A tennis player serves the ball on the court.', 'Spectators watch a professional tennis player serve the ball', 'A tennis player on a court in the middle of a serve.', 'a tennis player getting ready to swing a racket']"
373034,Female,"A girl laying in a hospital bed, a bandage on her arm.",A girl laying in a bed with a bandage on her arm.,A young child laying in a bed with a bandage on his arm.,"['A girl laying in a hospital bed, a bandage on her arm.', 'a close up of a young person in a bed', 'A little girl laying in bed while yawning.', 'young girl wearing a lime green outfit laying on a hospital bed', 'A child laying down on a bed in a room.']"
256221,Male,A man wearing a yellow shirt hitting a tennis ball.,A man swinging a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,"['A man wearing a yellow shirt hitting a tennis ball.', 'a person on a tennis court with a racket', 'A tennis player runs in order to hit the ball.', 'Professional tennis player running for the ball during a match', 'Professional tennis player moving to intercept a ball heading his way.']"
162581,Male,A man wearing a white tshirt hits a tennis ball.,A man is playing tennis on a tennis court.,A man is hitting a tennis ball with a racket.,"['A man wearing a white tshirt hits a tennis ball.', 'A man on a court with a tennis racket.', ' A man playing tennis in a tennis court runs to hit he ball ', 'A man on the court with his tennis racket raised.', 'A man playing tennis is swinging his racket.']"
53754,Male,A boy walks along the beach carrying his surfboard.,A man walking into the ocean holding a surfboard.,A man holding a surfboard walking into the ocean.,"['A boy walks along the beach carrying his surfboard.', 'A boy exiting the water after surfing the waves.', 'A man walking across a beach holding a surfboard.', 'A young man with a surf board is walking away from the water.', 'a young man holding onto a surfboard while walking out of th water ']"
468613,Female,"In a restaurant kitchen, a woman prepare pizzas.",A woman in a kitchen preparing a pizza.,A woman in a kitchen putting toppings on a pizza.,"['In a restaurant kitchen, a woman prepare pizzas.', 'A worker puts toppings on a pizza at a pizza shop', 'A woman making pizzas inside of a professional kitchen.', 'a woman making a pizza that sits in front of her ', 'an employee in a red shirt sprinkling cheese on a pizza']"
103705,Male,A man is laying in a bed next to a window.,A man laying in bed in a small room.,A man laying in bed next to a window.,"['A man is laying in a bed next to a window.', 'There is a person sleeping in a small cabin', 'A room with a man laying in a bed and another bed across from him with a window in the middle of the room.', 'A man relaxes on a bed in a small room. ', 'A man laying down on one of two beds.']"
565203,Male,There is a man swinging a tennis racket on a court,A man swinging a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,"['There is a man swinging a tennis racket on a court', 'A man prepares to swing at the tennis ball', 'A male tennis player about to hit a ball', 'A man swinging a tennis racket at a tennis ball.', 'A man standing on a tennis court holding a racquet.']"
459032,Male,A man holding a tennis racquet standing on a tennis court.,A man in yellow shirt and blue shorts playing tennis.,A man holding a tennis racquet on top of a tennis court.,"['A man holding a tennis racquet standing on a tennis court.', 'A man playing tennis during a sunny day.', 'There is a man swinging a racket at a tennis ball.', 'A man prepared to hit a tennis ball.', 'A tennis player prepares to hit the ball during a match.', 'A tennis player is poised ready to hit the ball. ']"
63804,Female,A woman with a computer is eating a doughnut.,A woman eating a doughnut while sitting at a computer.,A woman eating a doughnut while sitting at a laptop.,"['A woman with a computer is eating a doughnut.', 'A women getting ready to eat a doughnut .', 'There is a woman eating a donut in front of a laptop.', 'The women eats a donut in front of her computer.', 'A woman eating a doughnut sitting at a laptop.']"
259497,Female,Older woman looking down at the Wii remote,Two women are playing a video game in a room.,Two women standing in a room holding Wii controllers.,"['Older woman looking down at the Wii remote', 'two woman in a room trying to play a wii', 'An older woman standing up in a room with a Wii video game controller in her hands.', 'Two women are playing with a video game', 'The elderly woman uses a video game remote near her companion.']"
314074,Male,A man is slicing a large white cake,A man in a suit is cutting a cake with a knife.,A man in a suit cutting a cake with a knife.,"['A man is slicing a large white cake', 'A guy with a puppet on his hand trying to cut a cake.', ""The man wearing  the animal puppet makes it cut the boy's birthday cake."", 'Man with a puppet on his hand cutting a cake.', 'People are watching a man cut a wedding cake with a puppet.']"
224757,Male,A man instructing a group of kids on a soccer field.,A group of people playing soccer on a field.,A group of people playing soccer in a field.,"['A man instructing a group of kids on a soccer field.', 'A soccer coach is instructing the children on the field.', 'A group of young children standing around a field.', 'Dad coaches talking to the little soccer team players on the field', 'Pair of adult males with group of small children with soccer balls.']"
415882,Female,a woman lying on a bed underneath a blanket,A woman laying on top of a bed next to a window.,A woman is laying in bed with a blanket.,"['a woman lying on a bed underneath a blanket', 'A woman laying in bed next to a window.', 'A woman in a night gown lying on a bed.', 'A woman lounging in bed posing for this photo.', 'there is a woman with a robe on laying in bed']"
83110,Male,A man sitting in a  hospital bed hooked up to an IV.,A man in a hospital bed with a broken arm.,A man in a hospital bed with a blue bandaged arm.,"['A man sitting in a  hospital bed hooked up to an IV.', 'A man in white gown sitting on the edge of a hospital bed.', 'A man hooked up to medical machinery looks at the camera.', 'A man sitting in a hospital bed, connected to wires.', 'there is a man with a hospital robe on']"
76034,Male,a toddler sitting on the bed holding onto a book,A baby boy laying on a bed holding a book.,A baby boy is laying in bed with a book.,"['a toddler sitting on the bed holding onto a book', 'A boy sitting in a bed holding a book.', 'A baby sitting on a bed holding a book and smiling at the camera.', 'A little baby is on a bed with flowered pillows.', 'A baby boy is naked and looking at the camera. ']"
388601,Female,A woman sleeping on a giant piece of pizza.,A woman laying on top of a sleeping bag shaped like a pizza.,A woman sleeping on a bed with a pizza shaped like a face.,"['A woman sleeping on a giant piece of pizza.', 'A woman sleeps in a pizza shaped sleeping bag.', 'The woman is sleeping in a sleeping bag shaped like a piece of pizza. ', 'A woman in a sleeping bag shaped like a mushroom pizza.', ""Woman in a sleeping bag that's decorated like a pizza slice, including toppings.""]"
435598,Female,A woman standing in behind a tray of donuts.,A woman standing in front of a counter with donuts.,A woman in a pink shirt is looking at a donut.,"['A woman standing in behind a tray of donuts.', 'Barrista with an exposed bra strap behind a donut display.', 'A metal tray holding donuts under plastic wrapping.', 'A person with their back toward the camera, behind a counter', 'a female with a tattoo and three donuts on a tray']"
161877,Male,A parent standing up and playing Wii in their living room,A woman is playing a video game on the television.,A woman is playing a video game on the Wii.,"['A parent standing up and playing Wii in their living room', 'a man standing as he hold a wii remote in his hands ', 'A woman operating a Wii and a remote in a room by herself.', 'A woman standing in a room holding a Nintendo Wii game controller.', 'a male in a blue jacket is playing with a white controller']"
232845,Male,Three uniformed men simultaneously cutting a sheet cake,Three military personnel cutting a cake with a sword.,Three men in uniforms cutting a cake with a sword.,"['Three uniformed men simultaneously cutting a sheet cake', 'Three men who are cutting a cake together.', 'Three service members are cutting a large cake.', 'Three people are cutting a big cake with a flag decorated on it. ', 'Three military members in uniforms slicing a cake.']"
362506,Male,A man is doing a trick with a skate board.,A person on a skateboard in the air.,A man riding a skateboard up the side of a ramp.,"['A man is doing a trick with a skate board.', 'A boy skateboarding and doing a trick where he flips the skateboard.', 'A child and a skateboard are captured in stop-motion', 'A man performing a skateboarding move in the air.', 'A boy wearing red shoes doing tricks on a his skate board.']"
580986,Female,A woman with a tennis racket is tying her shoes.,A woman kneeling down on a tennis court.,A woman is kneeling down on a tennis court.,"['A woman with a tennis racket is tying her shoes.', 'A tennis player bends over to tie her shoe.', 'A woman on a tennis court tying her shoe.', ""She must tie her shoe first so that she doesn't trip."", 'A tennis player is tying her shoe with her tennis racket on the ground. ']"
256743,Male,A long haired snowboarder poses standing with his board.,A man holding a snowboard on a street.,A man holding a snowboard and a bag.,"['A long haired snowboarder poses standing with his board.', 'A young man posing with a snow board.', 'a male in a jersey holding a snow board.', 'a young man holds a snow board ', 'A man holding a white snow board by some other kids']"
146723,Male,Soccer player returns the ball from the goal.,A man in a soccer uniform is about to kick a soccer ball.,A man in a soccer uniform holding a soccer ball.,"['Soccer player returns the ball from the goal.', 'A soccer goalie by the net and holding the soccer ball.', 'Man on a soccer field running with soccer ball.', 'A man in yellow jersey holding a soccer ball on a field.', 'A soccer goalie holding a soccer ball with his hand.']"
482172,Male,A man in a wetsuit on a surfboard in the ocean.,A man riding a wave on top of a surfboard.,A man riding a surfboard on top of a wave.,"['A man in a wetsuit on a surfboard in the ocean.', 'A man on a surfboard rides a wave.', 'A surfer riding the crust of a wave.', 'A man on a surfboard riding a wave.', 'a surfer in a wet suit is riding a white and black board']"
340218,Male,A man in a white shirt is taking a big bite. ,A man eating a hot dog with mustard and ketchup.,A man eating a hot dog in a booth.,"['A man in a white shirt is taking a big bite. ', 'A man biting into a large hotdog, with many more waiting', 'A man is eating a number of sandwiches next to a bottle of water.', 'The eating competitor is intently devouring his food.', 'A man chows down on a mustard covered hot dog. ']"
318585,Male,"a group of people hang out on the side of the road, waiting for a ride",A group of people sitting around a parking lot.,A group of people standing around a car.,"['a group of people hang out on the side of the road, waiting for a ride', 'Young people are all brushing their teeth on the road. ', 'People gathered brushing their teeth on street with backpacks', 'A woman in black jacket sitting on luggage and brushing her teeth.', 'Three travellers are brushing their teeth as one is stretching.']"
153231,Female,A woman is sitting at a table and eating with two children.,A woman and a child sitting at a table eating food.,A woman and a child sitting at a table eating.,"['A woman is sitting at a table and eating with two children.', 'A group of people sit at a table with food.', 'Woman with two kids watching tv while eating', 'A mother and her two infants eat some food in the living room while watching a football game, from the fathers perspective.', 'A woman sitting on the floor eating with two kids. ']"
511407,Male,a man holding up a picture of a shark,A man holding a shark shaped surfboard in his right hand.,A man holding a shark shaped surfboard with a picture of a cat on it.,"['a man holding up a picture of a shark', 'A man holding a surfboard while standing in a room.', 'A man in black shirt holding up a boogie board with a shark on it.', 'A man holding up his surf board with a shark on it .', 'There is a man who is holding a boogie board.']"
41110,Male,A little boy drinking out of a bottle.,A child is drinking from a bottle.,A child drinking from a bottle while wearing a tie.,"['A little boy drinking out of a bottle.', 'A toddler boy drinking from a sippy cup.', 'a little boy tipping up  a bottle', 'A child sitting on the bed drinking from his bottle. ', 'A boy in striped shirt drinking from a bottle.']"
131276,Female,A bakery with customer at the counter and various types of donuts in the display case in front of the customers.,A bakery with a display case full of donuts.,A bakery with a bunch of donuts on display.,"['A bakery with customer at the counter and various types of donuts in the display case in front of the customers.', 'People are standing behind the bakery counter. ', 'Ladies in a doughnut shop looking for a treat. ', 'Women standing in front of bakery case with doughnuts', 'A lot of donuts that are in a tray.']"
103496,Female,A woman and child stand next to a table with cake on it.,A woman and child sitting at a table with a cake.,A woman standing at a table with a child.,"['A woman and child stand next to a table with cake on it.', 'A lady, standing near the table with a baby, is posing for the camera. ', 'A woman stands beside a baby in a high chair; a table is set with a birthday cake and champagne. ', 'A woman setting up her house for a party.', 'a person standing next to a child in a booster seat']"
335644,Male,a man kneeling down a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man holding a tennis racquet on a tennis court.,"['a man kneeling down a tennis court holding a racquet.', 'A person with a tennis racket on a court.', 'Guy bends forward as he waits for the tennis serve from the his opponent ', 'A man with a racket crouches on a court.', 'A man bent over on a tennis court waiting for the ball.']"
105996,Female,A person surfing on a surf board on some waves,A surfer is riding a wave on a surfboard.,A man riding a wave on top of a surfboard.,"['A person surfing on a surf board on some waves', 'a surfer with a yellow shirt riding a wave', 'A person is surfing a wave on a surfboard. ', 'A surfer makes a sharp turn at the top of a wave.', 'Young surfer quite vertical on an incoming wave']"
388422,Male,a close up of a person kneeling holding a rugby ball,A man in a black and yellow uniform holding a football.,A man in a black and yellow uniform holding a rugby ball.,"['a close up of a person kneeling holding a rugby ball', 'A uniformed man prepares a ball for rugby.', 'A man is sitting a football on a mount. ', 'A guy places a football on the holder in preparation to kick it. ', 'A man with a helmet holds a ball.']"
300012,Male,A person on a skateboard does a trick on stairs.,A man riding a skateboard down a cement walkway.,A man riding a skateboard down a handrail.,"['A person on a skateboard does a trick on stairs.', 'A man in black jacket jumping on skateboard next to a brick wall.', 'The young man is practicing his tricks on his skateboard. ', 'Guy doing trick with skateboard jumping off top step', 'A skateboarder jumping off of a set of steps on a skateboard.']"
289633,Male,A man taking his own temperature with a glass thermometer.,A man with a toothbrush in his mouth.,A man with a beard is brushing his teeth.,"['A man taking his own temperature with a glass thermometer.', 'a male with a beard is brushing his teeth', 'A young man is brushing his teeth in close up range.', 'A man with a toothbrush in a room.', 'A man looking in a mirror while he brushes his teeth.']"
196574,Female,A woman is on a surf board surfing a wave. ,A woman in a wet suit riding a wave on a surfboard.,A woman in a wet suit riding a surfboard on a wave.,"['A woman is on a surf board surfing a wave. ', 'A woman balances herself while she is surfing.', 'A person on a surfboard in the water.', 'A person on a surfboard rides a wave.', 'The surfer is ready to tackle the wave,']"
324598,Male,two children on a stool brushing their teeth,Two children are brushing their teeth in the bathroom.,Two children are standing in front of a bathroom sink.,"['two children on a stool brushing their teeth', 'Children brushing teeth in bathroom in front of mirror', 'Two children are standing on a stool to brush their teeth. ', 'A pair of children brush their teeth at a sink.', 'Two small children, on wearing green Christmas pajamas stand on a stool and brush their teeth in the mirror']"
507427,Male,a man sitting on a surf board in the water,A man in a wet suit is on a surfboard in the water.,A man in a wet suit is holding a surfboard.,"['a man sitting on a surf board in the water', 'A smiling man in the water with a surf board.', 'A man in black wetsuit sitting on surfboard that is submerged.', 'Guy gives a thumbs up while sitting on his surfboard', 'A man giving a thumbs up while holding his surfboard']"
577893,Male,Man playing tennis with tennis racket on court,A man in a blue shirt and white shorts playing tennis.,A man swinging a tennis racquet on a tennis court.,"['Man playing tennis with tennis racket on court', 'A man on a court standing with a tennis racket.', 'A man in glue shirt and white shorts playing tennis.', 'A man with a racket stands on a court.', 'A man playing tennis with his racket raised to receive the ball.']"
330967,Female,A girl is hitting the tennis ball during a match.,A woman in a blue shirt and red skirt playing tennis.,A woman in a blue shirt and white skirt playing tennis.,"['A girl is hitting the tennis ball during a match.', 'A woman wearing blue pants and an orange shirt plays tennis', 'A woman in red shirt and blue pants playing tennis.', 'A woman on a court with a tennis racket.', 'A girl wearing a red tank top and blue pants playing tennis.']"
490051,Male,A group of people with skis walk on the snow.,A group of people on skis in the snow.,A group of people on skis standing in the snow.,"['A group of people with skis walk on the snow.', 'Three skiers and a snowboarder walking on the snow together.', 'Four people with numbers on their bibs carry their skis', 'Four people walking through the snow carrying their skis', 'FOUR SKI COMPETITORS WALKING UP A SKI SLOPE.']"
377652,Male,A couple of people are kiteboarding in the water. ,A man riding a kiteboard on top of a body of water.,A man riding a board on top of a body of water.,"['A couple of people are kiteboarding in the water. ', 'A person holds onto a handle and rides on the water.', 'A person in a wetsuit being pulled out of the water by a kite board.', 'A man in black wetsuit windsurfing on water.', 'Man in air with board in ocean and waves with background swimmer']"
266041,Male,A man in black jersey holding a basketball above his head.,A man holding a basketball in his hand.,A man holding a basketball in his right hand.,"['A man in black jersey holding a basketball above his head.', 'a person with a tattoo holding a basketball', 'A man in a black shirt with an arm tattoo holding a basketball over his head. ', 'A man holding a basketball in his hands in the dark.', 'Tatooed young man holding a basketball over his head.']"
208560,Male,A group of kids sitting at a wooden table around tree.,Three boys sitting on a bench in a forest.,Three boys sitting on a wooden bench under a tree.,"['A group of kids sitting at a wooden table around tree.', 'Three boys sitting on a bench a table built round a tree.', 'kids rest on a park bench and table next to a tree.', 'A group of young men hanging on a table next to a tree.', 'A close up of three children on a bench surrounding a tree.', 'Three little boys sitting at a picnic table.']"
424548,Male,A man surfing with the waves in the sea.,A man riding a surfboard on a wave in the ocean.,A man riding a surfboard on top of a wave.,"['A man surfing with the waves in the sea.', 'A man out in the ocean on his surf board. ', 'A man who is surfing in the ocean.', 'A man is surfing through a rough wave.', 'A topless man riding  a surfboard on a wave']"
215897,Male,Two guys leaning against a surf board on the beach.,Two men are standing on the beach with their surfboards.,Two men standing on the beach with a surfboard.,"['Two guys leaning against a surf board on the beach.', 'Two men sitting on a surfboard on the beach.', 'Two men laughing while sitting on a blue surf board.', 'Father and son perched on the edge of a tipped up surfboard on the beach. ', 'Two surfers sitting on a board on the beach.']"
258019,Male,A man eating food out of a wrapper.,A man eating a sandwich in a restaurant.,A man eating a sandwich in a room.,"['A man eating food out of a wrapper.', 'A man is bent over eating a sandwich.', 'a man in a room eating his lunch', 'The hungry diner is eating his big sandwich,', 'A man is taking a bite out of a sandwich']"
65736,Female,A woman in black shirt and skirt playing a game of tennis.,A woman swinging a tennis racquet at a ball.,A woman is playing tennis on a court.,"['A woman in black shirt and skirt playing a game of tennis.', 'A tennis player is hitting a ball on the court.', 'A woman wearing an Army t-shirt hits a tennis ball', 'a tennis player dressed in all black returning the ball', 'A woman tennis player in a black army shirt and tennis skirt, swinging a tennis racket.']"
41990,Female,A group of people on snow shoes posing for a photo.,A group of people on skis in the snow.,Three people on skis posing for a picture.,"['A group of people on snow shoes posing for a photo.', 'Three people with ski poles standing in the snow', 'Three young people on skis pose for a picture.', 'Three people on skis are posing for a picture in the snow.', 'a couple of people that are skiing posing for pictures']"
563625,Female,A woman is lying beside her child on the ground.,Two children laying on a bed in a village.,Two children are laying on a bed in a village.,"['A woman is lying beside her child on the ground.', 'a lady laying down is being fanned by a little girl', 'a woman is lying down with her head on a pillow', 'A woman lays on her side, as she wears beautiful, colorful clothing.', 'An old woman lying down being attended to by a child in India']"
572147,Female,Two little girls are helping to decorate a cake.,Two young girls are making a chocolate cake.,Two children are cutting a cake at a table.,"['Two little girls are helping to decorate a cake.', 'Two female toddlers spreading icing on a cake.', 'Two young girls frosting a cake on table.', 'Two children at a table eating dessert from a tray.', 'Two little girls decorating a cake on a table.']"
146871,Female,A woman using a laptop in the dark on a bed,A woman laying on top of a bed next to a laptop computer.,A woman laying in bed with a laptop computer.,"['A woman using a laptop in the dark on a bed', 'Person Laying in bed in a darkened bed room.', 'A woman plays on her laptop in her bed', 'A woman uses a laptop in a dark bedroom while watching TV.', 'A woman using a computer in her bed in a dark room']"
162732,Male,THERE ARE PEOPLE PLAYING A SOCCER GAME ON THE FIELD,A group of young men kicking around a soccer ball.,A group of young men standing on top of a field.,"['THERE ARE PEOPLE PLAYING A SOCCER GAME ON THE FIELD', 'A group of soccer players on a field', 'A few soccer players are having a confrontation', 'A group of adult soccer players waling in a grassy area. ', 'Men speak to each other on the rugby field.']"
199551,Male,A picture of a young boy laying on top of a bed.,A young child laying on a bed with a pink sheet.,A young child laying on a bed with a red blanket.,"['A picture of a young boy laying on top of a bed.', 'Boy sleeping with no blanket in a large bed. ', 'A young boy sleeping on the side of his bed.', 'A young boy sleeping on floral printed sheets', 'A boy asleep on a large bed under a mosquito net']"
61684,Male,A man holding out two hands as if pulling on something,A man is playing with a frisbee in a park.,A man is playing with a remote control.,"['A man holding out two hands as if pulling on something', 'A man laughs as he points a remote control at something outdoors.', 'A man who is standing in an area with grass and trees.', 'A man outside in a yard with a remote.', 'A man standing on a lush green field holding a frisbee.']"
464462,Male,Two people are lounging on a couch near computers.,A couple of people sitting on a couch with laptops.,A man and woman sitting on a red couch.,"['Two people are lounging on a couch near computers.', 'The couch is perfect for watching the tv shows.', 'A man and a woman lounging on a red leather couch.', 'two people sitting on a couch watching tv ', 'Two apple products with two people lounging behind them.']"
476838,Male,A man cutting a very large pizza with fruit.,A man cutting a large square cake with fruit on top.,A man cutting a large cake with fruit on top.,"['A man cutting a very large pizza with fruit.', 'a person leaning over a table cutting food on it', 'A man making a piece of art out of an arrangement of fruit.', 'Man holding knife to a large fruit dessert.', 'A very large picture pizza being sliced and served for people. ']"
220584,Male,a surfer that has fallen off of his surf board,A man riding a wave on top of a surfboard.,A man riding a surfboard on top of a wave.,"['a surfer that has fallen off of his surf board', 'A surfer takes a spill on a small wave.', 'A surfer loses his balance at the end of a ride', 'A man in wetsuit and a surfboard in the waves.', 'A surfer falls off of his board at a beach.']"
515742,Female,A girl holding a stick with a hotdog on the end of it roasting it in a fire.,A woman standing next to a fire with a hot dog.,A woman standing next to a fire pit with a hot dog.,"['A girl holding a stick with a hotdog on the end of it roasting it in a fire.', 'A woman in striped shirt poking a fire with a stick.', 'LADY ALONG A PIER GETS FIRE GOING WITH THE OCEAN IN THE BACKGROUND', 'A woman is roasting a hotdog over an open fire.', 'A woman with a hot dog on a stick that she is holding in a fire pit.']"
379162,Male,A professional tennis player towling off his head,A man sitting on a bench with a towel on his head.,A man sitting on a bench with a towel over his head.,"['A professional tennis player towling off his head', 'A man that is sitting down with a towel on his head.', 'A man sitting on a chair wiping his head off with a towel. ', 'a tennis player sitting in the shade beside the tennis court', 'A tennis player with a red shirt and white shorts taking a break.']"
54683,Male,A man preparing a pizza inside of a kitchen.,A man standing in a kitchen with a pizza on a cutting board.,A man in a kitchen with a pizza on a cutting board.,"['A man preparing a pizza inside of a kitchen.', 'A man in a kitchen putting toppings on a pizza.', 'a man decorating a pizza on the table', 'a man that is making a homemade pizza', 'A guy putting different toppings on a pizza.']"
68864,Female,A group of people sitting next to each other in front of a TV.,A classroom with students watching a television screen.,A group of children sitting in front of a flat screen TV.,"['A group of people sitting next to each other in front of a TV.', 'Young students sitting in a classroom, watching a person on a television screen.', 'A group of kids viewing a television in a classroom.', 'Students in a classroom watching a lecture on television.', 'A couple of kids are sitting in a classroom ']"
219393,Male,Several kids are on a tennis court with their tennis rackets.,A group of young people playing a game of tennis.,A group of people standing on top of a tennis court.,"['Several kids are on a tennis court with their tennis rackets.', 'Many kids holding rackets on a tennis court. \n\n', 'SEVERAL YOUNG BOYS ON A COURT PLAYING TENNIS', 'Group of small boys standing on a tennis court with rackets in hand. ', 'A bunch of kids playing tennis on the tennis court.']"
515579,Male,A man holding a ball while standing next to a gate.,A man is throwing a frisbee in a park.,A man is playing frisbee on a street.,"['A man holding a ball while standing next to a gate.', 'A man walking while holding a ball in his hand. ', 'A man throwing a ball while smiling and on a field. ', 'A man throwing a ball in a black and white photo.', 'Man holding a ball he is about to throw.']"
511690,Male,A leveled platter filled with donuts with a plastic couple on top,A couple of donuts are on display in a display case.,A couple of donuts are stacked high on a table.,"['A leveled platter filled with donuts with a plastic couple on top', 'Two dolls standing on top of a pile of cronuts.', 'a close up of a many pastries on display next to fake small people', 'A happy wedding topping surrounded by sweet doughnuts.', 'A bobble head bride and groom set are in the middle of the donut stand.']"
281101,Male,A man standing on a tennis court holding a racquet.,A man swinging a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.,"['A man standing on a tennis court holding a racquet.', 'a tennis player finishing a swing in front of an audience\n', 'a male in a bright shirt and shorts with a white hat on a tennis court', 'A tennis player uses his muscles to hit the ball.', 'A man swings a tennis racket as people watch from the stands.']"
52700,Female,A group of people standing around a table with plates of food.,A long table with many plates of food on it.,A table with a long table of food and people.,"['A group of people standing around a table with plates of food.', 'Long table filled with cake on individual plates.', 'Plates of cake sit on a long table at a gathering. ', 'A long white table holds many small plates with pieces of cake and forks on them.', 'Group of people standing along a long table with plates of cake on it. ']"
438861,Male,A man sleeping in clothing on a bed.,A man laying in bed with a bunch of pillows.,A man laying in bed with a bunch of items on top of him.,"['A man sleeping in clothing on a bed.', 'A young man is laying across a large bed.', 'A man resting in a bed with pillows.', 'a man sleeping on a bed  wearing his glasses', 'A person laying on a bed with white sheets. ']"
